tVal2,tVal3,tVal4,tVal5,tVal6,tVal7,ax,ay,az,gx,gy,gz
1,1,1,0,1,0,-0.83,-0.23,0.59,-569.37,347.60,-908.70,4
1,1,1,0,1,0,-0.59,-0.32,0.26,-215.34,473.16,-366.25,4
1,1,1,0,1,0,-0.74,-0.19,0.09,240.15,564.61,1258.73,4
1,1,1,0,1,1,-0.92,0.05,0.26,200.64,-577.10,950.26,0
1,0,1,0,1,1,-1.24,0.02,0.31,-27.46,150.96,-317.55,0
1,1,1,0,1,1,-0.83,0.06,0.16,-176.85,1112.47,-1149.17,0
1,1,0,0,1,1,-0.87,-0.27,-0.02,-295.12,-26.48,-180.04,4
1,1,0,0,1,1,-0.87,-0.36,-0.14,-371.11,355.33,-425.70,4
0,1,0,0,1,1,-0.63,-0.40,-0.33,-29.46,332.90,653.26,4
1,1,1,0,1,1,-0.89,-0.03,-0.21,129.56,21.40,1381.42,4
1,1,1,0,1,1,-0.95,0.17,-0.22,-9.13,-234.90,379.65,0
1,1,1,0,1,1,-0.89,0.39,-0.08,258.96,-665.90,875.51,0
1,0,1,0,1,1,-0.96,0.35,-0.18,132.32,23.03,358.95,0
1,0,1,0,1,1,-0.79,0.40,-0.15,-252.63,554.67,-1033.39,0
1,1,1,0,1,1,-0.89,0.19,-0.20,-282.20,89.83,-969.45,0
1,1,1,0,1,1,-1.07,-0.04,-0.17,-226.26,457.05,-105.99,4
1,1,1,0,1,1,-1.03,-0.02,-0.29,-198.04,1020.15,-110.16,4
0,1,0,0,1,1,-0.87,-0.11,-0.63,-21.46,-66.54,-9.03,4
1,1,0,0,1,1,-1.08,-0.03,-0.35,177.45,-963.24,442.46,4
1,1,1,0,1,1,-1.10,0.10,-0.14,65.24,-470.08,369.49,0
1,1,1,0,1,1,-0.84,0.26,-0.04,202.42,-913.51,604.02,0
1,0,1,0,1,1,-1.03,0.40,0.15,421.05,-485.81,835.89,0
1,0,1,0,1,1,-0.84,0.32,0.08,-453.54,341.60,-690.01,0
1,1,1,0,1,1,-0.79,0.30,0.10,-516.02,804.65,-1464.18,0
1,1,1,0,1,1,-0.96,-0.17,0.02,-19.19,-279.71,-717.14,4
1,1,1,0,1,1,-0.82,-0.36,0.20,113.72,-1207.81,-859.73,4
1,1,1,1,1,0,-0.57,-0.30,0.33,-33.13,255.50,128.26,0
1,1,1,0,1,1,-0.77,-0.33,0.17,-256.25,943.61,900.64,4
1,1,1,0,1,1,-0.95,-0.23,-0.03,32.16,-124.05,646.50,4
1,1,1,0,1,1,-0.91,-0.01,0.23,225.72,-1110.79,227.72,4

1,1,1,1,1,1,-0.84,0.11,0.52,228.96,-1238.57,111.07,0
1,1,1,1,1,0,-0.66,-0.03,0.65,-165.23,803.84,-99.56,0
1,1,1,0,1,1,-0.73,0.15,0.38,-193.77,921.94,-29.57,0
1,1,1,0,1,1,-1.51,-0.07,0.54,235.71,-178.58,479.05,4
1,0,1,0,1,1,-0.85,0.18,0.19,284.74,-117.29,586.02,0
1,0,1,0,1,1,-0.87,0.23,0.25,-549.05,424.51,-881.19,0
1,1,1,0,1,1,-0.77,0.05,0.23,-495.91,7.08,-1325.27,0
1,1,1,0,1,1,-0.86,-0.12,0.18,56.64,-177.29,152.37,4
1,1,1,0,1,0,-0.89,0.02,0.23,344.36,480.02,928.10,0
1,1,1,0,1,1,-0.89,0.11,0.12,239.17,-80.97,526.24,0
1,0,1,0,1,1,-0.99,0.19,0.14,-4.27,-70.54,-180.64,0
1,1,1,0,1,1,-1.12,0.13,0.09,-314.90,847.08,-1054.36,0
1,1,1,0,1,1,-0.79,-0.09,-0.02,-174.04,266.25,-740.22,4
1,1,0,0,1,1,-0.85,-0.35,-0.07,-226.04,-428.19,-283.82,4
1,1,0,0,1,1,-0.86,-0.38,-0.03,-41.89,-599.42,-225.55,4
1,1,0,0,1,1,-0.76,-0.37,0.08,-7.51,-321.38,127.45,4
1,1,0,0,1,1,-0.71,-0.18,0.28,290.95,-862.81,786.98,4
1,1,1,0,1,0,-0.88,0.05,0.59,494.29,-666.77,693.04,0
1,1,1,0,1,0,-0.75,0.13,0.53,286.68,65.89,475.59,0
1,0,1,0,1,0,-0.69,0.29,0.48,305.82,481.54,433.81,0
1,0,1,0,1,1,-0.70,0.31,0.28,-54.32,275.87,-67.02,0
1,0,1,0,1,1,-0.96,0.27,0.25,-208.91,768.49,-489.48,0
1,1,1,0,1,1,-0.84,0.22,-0.08,-324.25,818.54,-885.62,0
1,1,1,0,1,1,-0.99,-0.05,-0.11,-87.51,139.13,-173.45,4
1,1,1,0,1,1,-1.11,-0.14,-0.04,-329.92,89.62,-1013.39,4
1,1,0,0,1,1,-0.84,-0.48,-0.22,-224.63,-285.33,-972.32,4
1,1,0,0,1,1,-0.74,-0.46,-0.15,-137.23,-207.66,-267.28,4
1,1,0,0,1,1,-0.54,-0.40,-0.01,430.89,-799.62,482.24,4
1,1,1,0,1,1,-0.91,-0.43,0.33,302.20,-614.66,312.84,4
1,1,0,0,1,1,-0.77,-0.20,0.36,288.74,-483.43,651.63,4
1,1,1,1,1,0,-0.80,0.12,0.52,760.00,-378.35,1222.68,0
1,1,1,0,1,0,-0.77,0.17,0.43,401.76,152.42,740.22,0
1,0,1,0,1,0,-0.72,0.37,0.38,481.10,724.49,301.22,0
1,0,1,0,1,1,-0.86,0.37,0.15,-232.09,965.88,-405.27,0
1,1,1,0,1,1,-0.90,0.42,0.01,-167.12,614.12,-334.79,0
1,0,1,0,1,1,-0.85,0.24,-0.13,-236.53,993.23,-965.94,0
1,1,1,0,1,1,-0.93,-0.05,-0.30,50.32,371.49,-728.76,4
1,1,0,0,1,1,-1.15,-0.13,-0.43,-157.12,120.42,-562.61,4
0,1,0,0,1,1,-0.84,-0.43,-0.32,-24.43,-573.91,-1098.31,4
1,1,0,0,1,1,-0.70,-0.51,-0.26,-54.65,-543.15,-533.97,4
1,1,0,0,1,1,-0.63,-0.38,-0.14,154.37,-472.89,199.77,4
1,1,0,0,1,1,-0.93,-0.56,0.21,541.64,-843.78,628.99,4
1,1,1,0,1,0,-0.95,-0.40,0.35,112.59,-323.82,91.94,4
1,1,0,0,1,1,-0.68,-0.20,0.34,187.18,-270.14,330.36,4
1,1,1,0,1,0,-0.83,0.12,0.82,659.85,-633.69,987.07,0
1,1,1,0,1,0,-0.81,0.08,0.57,445.86,162.64,949.56,0
1,0,1,0,1,0,-0.78,0.18,0.39,163.99,664.77,82.54,0
1,0,1,0,1,1,-0.66,0.39,0.31,-593.20,583.26,-694.82,0
1,1,1,0,1,1,-0.95,0.08,0.30,-523.21,-79.67,-911.18,0
1,1,1,0,1,1,-0.81,-0.21,0.40,-162.37,-784.06,-1422.56,4
1,1,1,0,1,0,-0.61,-0.28,0.47,-9.68,62.64,-13.57,0
1,1,1,0,1,0,-0.79,-0.27,0.32,-48.05,543.26,546.94,4
1,1,1,0,1,1,-0.92,-0.25,0.24,75.78,311.28,335.71,4
1,1,1,0,1,1,-0.98,-0.11,0.21,195.39,1109.50,1065.99,4
1,1,1,0,1,1,-0.88,0.15,-0.23,-128.64,823.78,906.75,0
1,0,1,0,1,1,-0.82,0.26,-0.34,0.76,64.91,-325.33,0
1,1,1,0,1,1,-1.01,0.11,-0.19,70.21,-171.66,-632.23,0
1,1,1,0,1,1,-1.25,0.04,-0.21,-96.32,25.94,-1036.58,0
1,1,0,0,1,1,-0.63,-0.35,-0.35,171.61,81.62,-1052.69,4
0,1,0,0,1,1,-0.61,-0.50,-0.34,-58.59,28.48,361.76,0
1,1,0,0,1,1,-0.89,-0.25,-0.32,-30.38,-244.90,557.32,4
1,1,0,0,1,1,-0.97,-0.18,-0.31,-84.16,112.91,168.53,4
0,1,0,0,1,1,-0.74,-0.09,-0.21,28.54,-788.17,775.57,4
1,1,1,0,1,1,-1.02,0.28,0.24,462.83,-1771.13,1005.94,0
1,0,1,0,1,1,-0.97,0.15,0.27,-125.02,472.62,-42.54,0
1,1,1,0,1,1,-0.98,0.18,0.19,-380.73,423.00,-991.50,0
1,1,1,0,1,1,-0.96,-0.06,0.11,-222.36,101.94,-948.43,4
1,1,1,0,1,1,-0.81,-0.30,0.15,-283.98,-63.73,-1204.84,4
1,1,1,0,1,1,-0.57,-0.43,-0.11,-76.70,243.77,152.96,4
1,1,0,0,1,1,-0.83,-0.47,0.10,90.80,-112.70,305.01,4
1,1,0,0,1,1,-0.84,-0.40,0.00,-6.59,103.13,290.47,4
1,1,0,0,1,1,-0.88,-0.20,-0.00,76.16,41.84,1209.81,4
1,1,1,0,1,1,-1.03,0.32,0.31,403.76,-669.15,1771.07,0
1,0,1,0,1,1,-0.93,0.18,-0.08,-123.61,175.34,24.38,0
1,1,1,0,1,1,-0.75,0.38,0.15,-121.18,277.55,-809.57,0
1,1,1,0,1,1,-1.14,0.17,0.06,-208.64,-66.64,-291.17,0
1,1,1,0,1,1,-1.23,-0.06,0.13,-315.60,-177.45,-1771.13,4
1,1,1,0,1,1,-0.60,-0.34,0.11,-304.47,-391.38,-1771.13,4
1,1,0,1,1,1,-0.28,-0.53,0.03,-45.08,418.30,735.90,0
1,1,0,0,1,1,-0.83,-0.65,0.10,-60.59,276.36,908.05,4
1,1,0,0,1,1,-0.94,-0.45,-0.02,19.13,-9.95,147.88,4
1,1,0,0,1,1,-0.81,-0.08,0.10,19.30,51.29,1575.52,4
1,1,1,0,1,1,-0.95,0.44,0.21,141.67,-629.31,1771.07,0
1,0,1,1,1,1,-1.19,0.38,-0.17,-3.89,59.56,87.51,0
1,0,1,0,1,1,-0.98,0.45,0.18,-268.85,530.56,-1618.33,0
1,1,1,0,1,1,-0.87,0.10,0.07,-146.59,91.83,-586.83,0
1,1,1,0,1,1,-0.93,-0.10,-0.08,208.58,-641.20,-1065.99,4
1,1,1,0,1,1,-0.79,-0.31,0.15,497.21,-1234.62,-738.38,4
1,1,1,0,1,0,-0.84,-0.29,0.57,-199.50,422.46,224.53,4
1,1,1,0,1,1,-0.80,-0.32,0.25,61.89,-50.70,601.47,4
1,1,1,0,1,1,-0.63,-0.06,0.58,298.63,-1681.19,522.94,0
1,1,1,1,1,0,-0.61,-0.03,0.63,58.37,-123.13,334.19,0
1,1,1,1,1,0,-0.60,-0.05,0.66,-342.68,1014.85,-162.80,0
1,1,1,0,1,1,-0.75,-0.02,0.41,-248.15,866.59,-219.28,4
1,1,1,0,1,1,-0.92,-0.11,0.30,-96.86,638.34,103.94,4
1,1,1,0,1,1,-0.98,-0.10,0.09,-247.01,1604.98,-102.48,4
1,1,1,0,1,1,-0.74,-0.15,-0.24,-320.79,1665.68,-265.87,4
0,1,0,0,1,1,-0.91,-0.32,-0.57,-141.40,-0.49,234.69,4
0,1,0,0,1,1,-0.89,-0.03,-0.35,90.10,-1207.44,443.54,4
1,1,1,0,1,1,-1.04,0.02,-0.14,122.75,-368.08,316.20,0
1,0,1,0,1,1,-1.27,-0.04,-0.17,-391.16,37.62,-1248.68,4
1,1,1,0,1,1,-0.66,-0.36,-0.03,-196.80,-391.92,-1613.36,4
1,1,0,0,1,1,-0.55,-0.39,-0.07,150.80,-12.54,738.49,4
1,1,0,0,1,1,-0.88,-0.40,0.01,-21.67,86.48,1077.55,4
1,1,0,0,1,1,-1.00,-0.22,-0.12,-15.67,94.75,-45.29,4
1,1,0,0,1,1,-0.93,-0.02,0.18,113.45,-398.57,1222.84,4
1,1,1,0,1,1,-0.95,0.50,0.18,201.28,-1020.15,1724.86,0
1,0,1,1,1,1,-0.92,0.37,0.04,49.40,216.31,234.53,0
1,0,1,1,1,1,-0.85,0.64,0.42,-424.57,657.96,-1509.25,0
1,1,1,0,1,1,-0.88,0.18,0.08,-81.83,207.18,-851.08,0
1,1,1,0,1,1,-0.92,0.01,0.14,178.42,-800.76,-148.58,0
1,1,1,0,1,1,-0.82,0.05,0.45,-12.86,-1771.13,330.68,0
1,1,1,1,1,0,-0.54,-0.09,0.74,-9.95,-218.80,299.49,0
1,1,1,1,1,0,-0.60,0.02,0.58,-338.09,993.88,-366.14,0
1,1,1,0,1,0,-0.78,-0.03,0.46,-336.79,738.38,-548.07,4
1,1,1,0,1,0,-1.02,-0.34,0.36,-482.19,212.63,-957.99,4
1,1,1,0,1,0,-0.73,-0.45,0.17,-236.53,-5.03,-1001.39,4
1,1,0,0,1,0,-0.43,-0.47,0.26,-32.00,78.97,156.31,0
1,1,0,0,1,0,-0.80,-0.42,0.22,257.71,258.63,1259.59,4

