tVal2,tVal3,tVal4,tVal5,tVal6,tVal7,ax,ay,az,gx,gy,gz
1,1,1,1,0,1,0.77,0.72,-0.18,-120.86,-190.39,939.16,0
1,0,1,1,0,1,0.76,0.71,-0.07,1368.78,-985.67,-1024.70,0
1,1,1,1,1,0,0.87,0.20,0.95,777.90,-1131.96,-1321.47,0
1,1,1,1,1,0,0.96,0.18,1.01,778.46,611.16,-984.38,0
1,1,1,1,1,1,0.78,-0.10,0.48,594.19,1854.41,-686.56,0
1,1,1,1,0,1,0.84,-0.29,-0.12,400.42,706.52,-241.09,5
1,1,1,1,0,1,0.92,-0.47,0.12,-294.92,207.77,1569.47,5
1,1,1,1,0,1,0.94,0.47,-0.01,-718.75,-21.16,2194.48,5

1,1,1,1,0,1,1.00,0.69,-0.02,-324.69,224.99,408.94,0
1,0,1,1,0,1,1.02,0.87,-0.02,167.54,536.49,-1943.65,0
1,1,1,1,0,1,0.62,-0.30,-0.45,346.10,-266.35,-2267.38,0
1,1,1,1,0,1,1.05,-0.53,0.24,537.29,-612.53,-602.71,5
1,1,1,1,0,1,1.02,-0.46,0.15,260.16,855.55,322.36,5
0,1,1,1,0,1,0.70,-0.34,-0.38,452.40,1759.86,1459.87,0
0,1,1,1,0,1,0.91,0.34,-0.84,-2.17,718.59,594.35,0
0,1,1,1,0,1,0.83,-0.26,-0.76,-124.57,220.08,485.63,0
0,0,1,1,0,1,0.61,0.31,-0.90,303.61,-784.98,1292.50,0
1,0,1,1,0,1,0.96,0.79,-0.34,39.43,-1239.63,212.84,0
1,1,1,1,0,1,0.98,0.48,-0.08,196.18,-673.85,-1588.62,5
1,1,1,1,0,1,1.06,0.20,0.01,417.64,-284.70,-1457.14,5
1,1,1,1,0,1,0.97,-0.43,-0.00,479.76,-252.43,-1764.21,5
0,1,0,1,0,1,0.70,-0.80,-0.21,-34.52,470.42,127.22,0
1,1,1,1,0,1,1.11,-0.47,-0.03,64.94,-56.81,707.81,5
1,1,1,1,0,1,0.83,-0.21,-0.14,-184.68,203.10,2630.38,5
1,1,1,1,0,1,1.01,0.76,-0.16,25.51,51.98,1657.51,0
1,0,1,1,0,1,0.95,0.55,-0.18,-80.39,-16.58,154.66,0
1,0,1,1,0,1,1.05,0.78,-0.15,86.34,234.65,-1566.82,0
1,1,1,1,0,1,0.65,-0.31,-0.48,91.65,28.00,-2335.46,0
0,1,1,1,0,1,1.02,-0.34,-0.22,201.17,-694.05,-507.76,5
1,1,1,1,0,1,1.11,-0.25,0.03,-228.53,-972.87,-1497.45,5
0,1,0,1,0,1,0.59,-0.89,-0.05,-291.54,91.73,258.79,0
1,1,1,1,0,1,0.86,-0.34,0.34,482.17,628.46,1148.06,5
0,1,1,1,0,1,0.81,-0.08,-0.74,200.53,-660.41,506.63,0
1,1,1,1,0,1,0.91,-0.23,0.68,-165.53,-2093.81,-169.47,0
1,1,1,1,0,1,0.91,-0.35,0.63,-113.46,-276.89,398.16,0
1,1,1,1,0,1,0.87,-0.09,0.52,-957.42,499.39,1081.43,0
1,1,1,1,0,1,0.90,0.26,0.29,-1100.42,791.50,1160.21,5
1,1,1,1,0,1,1.00,0.44,0.19,-290.49,134.38,7.64,5
1,1,1,1,0,1,1.10,0.46,0.50,1100.34,249.62,-1649.46,0
1,1,1,1,0,1,0.83,-0.31,-0.02,802.20,248.41,-1352.29,5
1,1,1,1,0,1,0.93,-0.45,0.12,281.80,572.78,451.59,5
1,1,1,1,0,1,0.90,-0.21,-0.05,-107.10,834.63,1306.90,5
1,1,1,1,0,1,1.13,0.31,-0.29,-119.26,119.58,963.06,5
1,1,1,1,0,1,1.00,0.08,-0.29,-294.12,-323.65,1239.55,5
1,0,1,1,0,1,0.61,0.71,-0.27,-131.73,-948.65,1532.86,0
1,0,1,1,1,0,0.91,0.88,0.12,841.55,-624.84,-273.03,0
1,1,1,1,0,1,0.83,0.54,-0.01,904.23,-738.63,-1374.74,0
1,1,1,1,0,1,0.85,0.10,0.56,503.66,-912.68,-887.58,0
1,1,1,1,1,0,0.88,0.02,0.83,844.28,237.87,-750.70,0
1,1,1,1,0,1,0.91,-0.03,0.44,730.98,1370.87,-554.59,5
1,1,1,1,0,1,0.85,-0.46,-0.11,236.26,988.00,44.82,5
1,1,1,1,0,1,0.93,-0.29,-0.00,-369.60,550.73,1174.13,5
1,1,1,1,0,1,0.94,0.25,-0.31,-712.56,-44.90,1637.95,5
1,1,1,1,0,1,0.99,0.47,-0.07,-481.05,-66.87,1020.43,5
1,1,1,1,0,1,0.99,0.81,-0.09,12.63,198.44,373.86,0
1,0,1,1,0,1,0.79,0.83,-0.06,397.84,405.08,-2327.33,0
1,1,1,1,0,1,0.72,-0.46,-0.34,214.21,-162.15,-1540.34,0
1,1,1,1,0,1,1.19,0.16,-0.19,193.21,-0.56,-672.80,5
1,1,1,1,0,1,0.78,-0.28,-0.14,77.65,-877.92,-2328.78,5
0,1,0,1,0,1,0.50,-1.43,0.32,157.08,377.48,-614.30,0
0,1,0,1,0,1,0.59,-0.76,-0.10,398.32,531.02,1809.67,0
1,1,1,1,0,1,0.83,0.02,-0.35,230.14,678.84,2067.50,5
1,1,1,1,0,1,1.25,0.35,0.01,86.50,1306.50,380.62,5
1,1,1,1,0,1,0.77,0.01,-1.13,39.99,594.91,-196.75,0
0,1,1,1,0,1,0.98,-0.26,-0.63,112.82,-398.16,722.29,0
1,1,1,1,0,1,0.75,0.36,-0.42,77.73,-1210.42,1634.65,0
1,0,1,1,0,1,0.93,0.71,-0.16,117.97,-733.96,622.67,0
1,0,1,1,0,1,0.92,0.71,-0.24,370.40,-202.38,-1572.69,0
1,1,1,1,0,1,0.86,-0.03,0.00,220.49,585.49,-1815.87,5
1,1,1,1,0,1,1.07,-0.10,-0.50,183.79,308.68,-580.26,5
0,1,1,1,0,1,0.95,-0.20,-0.57,214.61,-773.79,-1023.41,0
0,1,1,1,0,1,0.73,-0.69,-0.04,-48.20,-1667.16,-378.45,0
1,1,1,1,0,1,0.72,-0.45,0.42,-626.29,-846.46,1237.13,0
1,1,1,1,0,1,0.80,0.19,0.43,-695.09,-436.79,1916.13,0
1,1,1,1,0,1,1.06,0.53,0.32,85.14,-66.23,388.83,0
1,1,1,1,0,1,0.63,0.15,0.17,665.88,-1012.06,-1167.13,5
1,1,1,1,1,0,0.83,-0.02,1.11,602.15,398.64,-740.24,0
1,1,1,1,1,1,0.90,-0.07,0.90,622.91,1042.00,-293.39,0
1,1,1,1,0,1,0.83,-0.23,-0.00,869.79,1271.25,-957.66,5
0,1,1,1,0,1,0.71,-0.66,-0.22,74.03,499.31,-82.48,0
0,1,1,1,0,1,0.69,-0.47,-0.05,-614.38,422.46,1561.51,0
1,1,1,1,0,1,1.11,0.22,-0.09,-155.71,-82.72,1119.65,5
1,1,1,1,0,1,0.95,-0.12,0.02,-623.72,-117.16,1287.91,5
1,1,1,1,0,1,0.82,0.67,-0.06,-747.16,-168.10,1804.36,0
1,0,1,1,0,0,1.06,1.01,0.05,166.09,312.14,-552.50,0
1,1,1,1,0,1,0.75,0.22,-0.11,480.32,1168.66,-2078.84,5
1,1,1,1,0,1,1.02,0.20,-0.31,30.82,333.22,-552.18,5
1,1,1,1,0,1,0.95,0.05,-0.15,436.38,642.39,-1986.30,5
0,1,0,1,0,1,0.53,-1.12,-0.54,164.32,835.35,348.11,0
0,1,1,1,0,1,0.71,0.05,-0.74,400.74,333.79,2283.80,0
1,0,1,1,0,1,0.91,0.63,-0.51,150.32,-819.02,967.00,0
1,1,1,1,0,1,0.88,0.44,-0.56,105.50,-192.16,-178.72,0
1,1,1,1,0,1,0.91,0.31,-0.38,143.48,-878.56,-1308.19,5
1,1,1,1,0,1,1.11,-0.05,0.18,306.19,-529.73,-1528.84,5
1,1,1,1,0,1,0.98,-0.46,-0.06,428.34,-262.89,-1256.77,5
0,1,0,1,0,1,0.75,-0.69,-0.25,-168.66,203.10,524.82,0
1,1,1,1,0,1,1.09,-0.02,-0.02,251.14,-1444.18,259.84,5
1,1,1,1,0,1,0.81,-0.54,0.10,234.65,-514.12,-385.85,0
1,1,0,1,0,1,0.83,-0.52,0.34,-975.85,-824.33,1161.01,0
1,1,1,1,0,1,0.98,0.04,0.49,-694.29,-402.67,1304.49,5
1,1,1,1,0,1,0.86,0.15,0.20,-795.84,143.24,700.89,5
1,1,1,1,0,1,0.68,0.40,0.19,-651.32,-1215.81,886.29,0
1,1,1,1,1,0,0.74,0.46,0.83,1654.61,-108.15,-1129.95,0
1,1,1,1,1,0,0.68,-0.04,0.81,1138.32,817.97,-1072.01,0
1,1,1,1,0,1,0.77,-0.25,0.37,420.05,1090.60,-149.91,5
1,1,1,1,0,1,0.82,-0.47,-0.08,-479.44,688.66,818.45,0
1,1,1,1,0,1,0.93,0.28,0.03,-602.07,23.26,1397.35,5
1,1,1,1,0,1,1.07,0.57,0.09,-250.10,-129.07,229.50,5
1,1,1,1,0,0,0.93,0.34,0.24,969.09,411.36,-1861.66,5
