tVal2,tVal3,tVal4,tVal5,tVal6,tVal7,ax,ay,az,gx,gy,gz
1,1,1,1,0,1,0.84,-0.41,0.18,819.42,608.03,-2193.67,5
0,1,1,1,0,1,0.91,-0.67,0.13,217.99,478.87,-1256.61,0
0,1,0,1,0,1,0.73,-0.96,-0.13,-68.48,446.93,816.12,0
0,1,1,1,0,1,0.81,-0.28,-0.25,-114.43,79.91,2017.20,5
1,1,1,1,0,1,1.09,0.02,-0.04,-39.11,-380.22,1511.86,5
1,1,1,1,0,1,0.85,0.35,0.04,-231.75,-495.45,2305.93,5
1,0,1,1,1,0,1.11,1.21,-0.05,-283.25,58.74,727.36,0
1,1,1,1,1,1,0.77,0.56,0.03,109.36,1030.57,-2255.31,0
1,1,1,1,0,1,0.96,0.02,-0.13,-20.28,1353.17,-949.05,5
1,1,1,1,0,1,0.61,0.02,-0.91,101.31,1551.45,-715.61,0
1,0,1,1,0,1,0.87,0.24,-1.03,-213.48,-460.04,-594.91,0
0,1,1,1,0,1,0.75,-0.29,-0.51,-44.58,-1011.34,-1679.39,0
0,1,0,1,0,1,0.68,-1.09,-0.18,-131.16,-395.75,246.24,0
0,1,1,1,0,1,0.84,-0.32,-0.32,165.61,-104.29,2110.15,5
1,1,1,1,0,1,1.15,0.33,-0.16,109.84,-260.72,1594.50,5
1,1,1,1,0,1,0.83,0.34,-0.50,-61.00,-291.86,1276.56,0
1,0,1,1,0,1,0.84,0.80,-0.33,280.60,-584.13,556.77,0
1,0,1,1,0,1,0.89,0.80,-0.23,584.93,-695.82,-1584.36,0

1,1,1,1,0,1,0.79,-0.12,0.10,435.98,-917.51,-1841.86,5
1,1,1,1,0,1,0.88,-0.17,-0.03,181.86,-852.01,-1206.48,5
1,1,1,1,0,1,0.77,-0.55,0.55,-281.48,-1258.70,250.82,0
1,1,1,1,1,1,0.95,0.05,0.91,54.24,-251.39,1029.68,0
1,1,1,1,1,0,0.93,0.06,0.63,-109.20,1259.50,297.98,0
1,1,1,1,0,1,0.88,0.17,0.16,112.42,1938.50,-460.12,5
1,1,1,1,0,1,0.90,-0.08,-0.36,-124.24,1293.06,-505.27,5
1,1,1,1,0,1,0.94,-0.04,-0.43,172.12,234.81,-1353.17,5
0,1,1,1,0,1,0.72,-0.63,-0.34,282.61,-614.95,-1467.92,0
0,1,0,1,0,1,0.73,-1.05,-0.15,5.87,61.40,452.96,0
0,1,1,1,0,1,0.77,-0.36,-0.30,24.70,202.94,2064.44,0
1,1,1,1,0,1,1.00,-0.01,-0.25,-477.34,-541.80,1635.54,5
1,1,1,1,0,1,1.00,0.45,0.21,-352.46,-802.60,1532.38,5
1,1,1,1,0,1,1.05,0.62,0.25,22.69,551.05,220.49,0
1,1,1,1,0,1,0.85,0.42,-0.05,30.82,1780.22,-1052.30,5
1,1,1,1,0,1,0.79,0.16,-0.71,-11.83,1252.58,-1176.46,0
0,1,1,1,0,1,0.92,-0.20,-0.59,0.89,159.65,-331.29,0
0,1,1,1,0,1,0.89,0.12,-0.77,-35.73,65.18,-195.06,0
0,1,1,1,0,1,0.94,0.12,-0.79,-48.68,-443.71,-1193.20,0
0,1,1,1,0,1,0.66,-0.52,-0.37,79.99,-1576.39,-1756.97,0
0,1,0,1,0,1,0.72,-1.14,0.10,198.36,165.77,-465.43,0
0,1,1,1,0,1,0.75,-0.51,-0.24,64.21,470.99,1946.71,0
0,1,1,1,0,1,1.13,0.12,-0.32,71.05,112.09,1628.62,5
1,1,1,1,0,1,1.07,0.24,-0.28,-91.41,30.82,423.59,5
1,1,1,1,0,1,0.98,-0.03,-0.40,-30.58,-78.62,328.72,5
1,1,1,1,0,1,0.81,0.17,-0.43,110.73,-709.66,1343.03,0
1,0,1,1,0,1,1.00,0.70,-0.20,247.85,-1011.90,254.77,0
1,1,1,1,0,1,0.79,0.35,-0.06,539.06,-1339.57,-1550.24,5
1,1,1,1,0,1,0.98,-0.04,0.51,176.39,-592.90,-1426.00,5
1,1,1,1,0,1,0.77,-0.33,0.02,-256.70,-805.42,-381.83,5
1,1,1,1,1,1,0.97,-0.26,1.24,322.76,-660.25,22.05,0
1,1,1,1,1,1,0.77,-0.27,0.53,-158.20,1489.73,611.89,0
1,1,1,1,0,1,0.84,-0.06,-0.03,-403.63,750.30,1145.48,5
1,1,1,1,0,1,0.98,0.36,-0.05,-349.00,370.00,1115.38,5
1,1,1,1,0,1,1.01,0.65,-0.08,584.77,-61.48,-1217.66,0
1,1,1,1,0,1,0.72,-0.15,0.02,733.08,-496.90,-1904.22,5
1,1,1,1,0,1,0.94,-0.45,0.39,517.66,-14.56,-555.40,0
1,1,1,1,0,1,1.03,-0.46,0.31,379.09,630.48,544.78,5
1,1,1,1,0,1,0.86,-0.16,-0.20,292.83,1013.19,1011.26,5
1,1,1,1,0,1,1.01,-0.27,-0.15,-114.59,419.81,847.74,5
1,1,1,1,0,1,0.79,0.33,-0.49,-330.25,-9.17,2043.52,0
1,0,1,1,0,1,1.12,0.88,0.06,-356.00,-388.91,587.35,0
1,0,1,1,0,1,1.10,0.72,-0.19,-5.63,615.91,-992.83,0
1,1,1,1,0,1,0.77,0.12,-0.31,-21.24,1425.83,-1875.98,5
0,1,1,1,0,1,0.76,-0.24,-0.90,10.06,720.84,-547.59,0
0,1,1,1,0,1,0.97,0.33,-0.90,-172.61,-1.93,-1005.46,0
0,1,1,1,0,1,0.32,-0.46,-0.75,-570.85,-1703.21,-1873.32,0
0,1,0,1,0,1,0.85,-1.13,0.33,-10.70,-704.43,-608.43,0
0,1,0,1,0,1,0.77,-0.72,-0.24,-113.94,-120.86,1659.44,0
1,1,1,1,0,1,0.83,-0.12,-0.19,-184.03,-458.43,2428.56,5
1,1,1,1,0,1,1.11,0.45,0.17,-459.80,-361.15,1986.46,5
1,1,1,1,0,1,1.29,0.75,0.11,-491.75,1093.26,569.72,0
1,0,1,1,0,1,0.70,0.52,-0.51,-388.43,1433.16,-884.68,0
1,0,1,1,0,1,0.80,0.20,-0.73,-44.42,496.82,-1080.14,0
1,0,1,1,0,1,0.81,0.12,-0.74,-152.57,38.22,-1369.18,0
0,1,1,1,0,1,0.52,-0.39,-0.89,-206.16,-1340.05,-1343.03,0
0,1,1,1,0,1,0.90,-0.71,0.14,71.94,-1695.17,-487.40,0
0,1,1,1,0,1,1.06,-0.36,-0.08,-34.44,-279.79,396.79,5
0,1,1,1,0,1,0.84,-0.57,-0.12,-265.95,-467.12,812.74,0
1,1,1,1,0,1,0.81,0.04,0.22,-416.11,-116.92,2557.72,5
1,1,1,1,0,1,1.09,0.76,-0.17,45.30,388.91,921.13,0
1,1,1,1,0,1,0.95,0.62,-0.20,295.48,-189.91,-1295.07,0
1,1,1,1,0,1,0.84,0.07,-0.03,-35.17,-406.13,-1140.65,5
1,1,1,1,0,1,1.11,0.07,0.23,216.78,-236.02,-803.49,5
1,1,1,1,0,1,1.10,-0.15,0.37,842.84,200.45,-1695.57,5
1,1,1,1,0,1,0.69,-0.81,0.01,461.97,1421.33,-189.18,0
0,1,1,1,0,1,0.74,-0.49,-0.40,274.32,827.22,1492.22,0
0,1,1,1,0,1,1.04,-0.07,-0.40,62.20,239.64,1207.12,5
1,1,1,1,0,1,0.97,0.17,-0.41,-104.85,-219.44,1169.78,5
1,1,1,1,0,1,0.97,0.34,-0.42,-380.22,-523.69,1017.53,5
1,0,1,1,0,1,1.11,0.68,-0.12,361.39,-355.27,-228.29,0
1,1,1,1,0,1,0.85,0.19,-0.32,302.89,-459.96,-1076.60,5
1,1,1,1,0,1,0.87,-0.02,-0.45,154.34,-1168.74,-444.03,5
1,1,1,1,0,1,0.91,-0.02,0.21,337.01,-1647.85,-190.47,5
1,1,1,1,1,1,0.84,-0.02,1.04,396.95,-645.12,-239.56,0
1,1,1,1,1,1,0.95,0.08,0.46,509.05,1146.37,-1136.07,0
1,1,1,1,0,1,0.76,-0.55,0.12,414.50,831.57,-1536.48,0
0,1,0,1,0,1,0.68,-0.89,-0.06,-236.50,174.06,1148.06,0
1,1,1,1,0,1,0.67,-0.05,-0.14,-618.65,229.34,2622.65,5
1,1,1,1,0,1,1.07,0.68,-0.03,-308.60,-18.51,1672.15,0
1,1,1,1,0,1,1.08,0.63,0.05,109.04,332.82,-640.37,0
1,1,1,1,0,1,0.97,0.69,-0.09,405.32,585.90,-2479.50,0
1,1,1,1,0,1,0.64,-0.65,-0.24,-15.13,-273.43,-1830.60,0
0,1,1,1,0,1,0.90,-0.56,-0.03,187.57,-9.90,7.81,0
0,1,1,1,0,1,0.98,-0.72,0.07,-200.45,133.74,1350.44,0
1,1,1,1,0,1,0.64,0.22,-0.24,-119.66,-174.78,2636.82,5
1,0,1,1,0,1,1.10,0.96,-0.12,-267.48,-341.11,839.86,0
1,1,1,1,0,1,0.74,0.10,-0.08,-273.68,414.98,-24.54,5
1,0,1,1,0,1,0.69,0.74,-0.32,285.10,189.67,944.47,0
1,0,1,1,0,1,0.87,0.80,-0.21,704.43,-1010.61,-715.61,0
1,1,1,1,0,1,0.85,0.36,0.36,873.33,-1175.33,-987.28,0
1,1,1,1,0,0,0.90,0.27,0.53,683.67,-327.83,-722.37,0
1,1,1,1,0,1,0.83,0.18,0.05,321.64,-361.95,-709.98,5
1,1,1,1,1,1,0.95,0.09,1.16,-20.84,666.77,-365.97,0
1,1,1,1,1,1,0.60,0.03,0.45,-213.65,2636.82,-279.63,0
1,1,1,1,0,1,0.86,-0.12,-0.61,92.86,1709.57,-338.86,0
0,1,1,1,0,1,0.92,-0.07,-0.64,47.15,904.96,-72.66,0
0,1,1,1,0,1,0.86,-0.03,-0.57,0.08,1036.61,-258.63,0
0,1,1,1,0,1,0.68,-0.19,-1.10,196.43,655.34,-127.70,0
0,1,1,1,0,1,0.76,-0.05,-0.66,304.42,-1692.59,371.53,0
1,1,1,1,0,1,1.13,0.05,-0.17,12.15,-866.81,146.53,5
1,1,1,1,0,1,0.97,-0.01,-0.63,209.14,-821.27,-111.45,0
0,1,1,1,0,1,0.72,-0.10,-0.61,254.44,-2452.30,85.30,0
1,1,1,1,1,1,0.99,0.17,1.45,321.56,-2016.96,-13.12,0
1,1,1,1,1,1,0.81,0.03,0.72,-15.93,645.28,-269.81,0
1,1,1,1,0,1,0.84,-0.21,-0.01,-479.60,855.95,309.32,5
1,1,1,1,0,1,0.95,0.20,0.15,-857.32,879.29,1824.96,5
1,1,1,1,0,1,1.03,0.64,-0.02,-127.38,346.42,558.54,0
1,1,1,1,0,1,0.87,0.51,-0.10,25.67,196.83,-167.46,0
1,0,1,1,0,1,1.03,1.02,-0.06,708.45,653.65,-2514.02,0
1,1,1,1,0,1,0.74,-0.77,-0.09,-9.41,-275.45,-1064.61,0
1,1,1,1,0,1,0.95,-0.07,-0.22,215.17,-47.88,279.47,5
1,1,1,1,0,1,0.90,0.16,-0.31,330.41,-1030.65,-1082.87,5
1,1,1,1,0,1,1.09,-0.70,0.70,170.59,-222.01,-1173.64,0
0,1,0,1,0,1,0.87,-0.96,0.10,-29.05,494.32,1035.56,0
1,1,1,1,0,1,1.00,0.18,-0.38,36.77,450.79,1640.85,5
1,1,1,1,0,1,0.98,-0.06,-0.14,-46.59,98.09,258.23,5
1,1,1,1,0,1,0.77,-0.23,-0.02,-279.15,17.38,1949.13,5
1,1,1,1,0,1,0.80,0.80,-0.10,-150.08,44.42,2544.12,0

