tVal2,tVal3,tVal4,tVal5,tVal6,tVal7,ax,ay,az,gx,gy,gz
0,1,0,1,0,1,0.28,-0.92,-0.21,-2213.94,-2058.26,-2438.53,0
0,1,0,1,0,1,0.81,-0.66,-0.38,-1649.11,-422.55,-278.38,0
0,1,0,1,0,1,0.52,-0.76,-0.43,-174.76,-261.19,438.01,0
0,1,0,1,0,1,0.58,-0.71,-0.44,251.22,-180.08,1229.15,0
0,1,0,1,0,1,0.25,-0.68,-0.47,3222.79,1245.47,3089.10,0
0,1,0,1,0,1,0.12,-0.99,0.30,4816.06,1980.59,477.02,0
1,1,0,1,1,1,0.14,-0.88,0.67,590.95,3109.72,2234.39,0
1,1,0,1,1,0,-0.20,-1.05,0.62,-2394.89,1598.94,1850.51,0
1,1,0,1,1,1,-0.29,-0.94,0.25,-3169.18,171.15,-722.57,0
1,1,0,1,1,1,-0.21,-0.77,-0.37,-1393.42,-527.88,-1279.84,0
1,1,0,1,1,1,-0.06,-0.74,-0.25,1802.91,469.63,647.14,0
1,1,0,1,1,1,-0.28,-1.07,0.34,444.88,809.18,1711.66,0
1,1,0,1,1,1,-0.35,-1.24,0.35,-3756.17,-821.21,-1257.84,0
1,1,0,1,1,1,-0.26,-0.77,-0.50,-3186.88,-1253.38,-1803.42,0
0,1,0,1,1,1,-0.05,-0.79,-0.64,-1050.44,-806.08,-1720.26,1
0,1,0,1,1,1,0.01,-0.72,-0.64,640.78,263.43,345.91,0
0,1,0,1,1,1,-0.13,-0.81,-0.36,3867.01,449.70,1454.08,1
0,1,0,1,1,1,-0.16,-1.21,0.25,1233.79,715.87,3716.65,1
1,1,0,1,1,1,-0.49,-0.91,-0.06,43.13,405.53,1218.49,0
1,1,0,1,1,1,-0.56,-1.29,0.18,2.41,-631.33,-2115.31,0
1,1,0,1,1,1,-0.32,-0.89,-0.06,-1796.55,-1069.68,-4370.66,0
0,1,0,1,1,1,0.19,-0.91,-0.11,-949.22,-69.94,-1296.85,0
0,1,0,1,1,1,0.03,-1.22,-0.09,-133.17,-1003.35,-3439.31,3
0,1,0,1,0,1,0.70,-0.63,-0.21,-751.27,-26.46,-2666.21,0
0,1,0,1,0,1,0.45,-0.46,-0.18,1282.42,2440.08,5240.67,0
0,1,0,1,1,1,-0.06,-0.97,0.18,628.75,881.01,5630.57,1
1,1,0,1,1,1,-0.39,-0.99,0.17,-329.75,-533.21,2254.49,0
1,1,0,1,1,1,-0.59,-0.80,0.01,-239.88,-110.15,3368.17,0
1,1,0,0,1,1,-0.98,-0.79,0.06,388.69,-144.69,1184.81,4
1,1,0,0,1,1,-0.94,-1.02,0.34,-562.59,-252.43,-3634.51,0
1,1,0,0,1,1,-0.32,-0.55,-0.13,-1276.75,-628.75,-4124.42,0
1,1,0,1,1,1,-0.06,-0.97,0.07,-421.34,308.45,-497.98,0
0,1,0,1,1,1,-0.14,-1.12,0.09,-1176.05,-12.03,-2412.76,1
0,1,0,1,1,1,0.08,-0.83,-0.27,-1192.89,-270.81,-1785.55,0
0,1,0,1,1,1,-0.02,-0.54,-0.44,3360.78,1719.22,1410.78,1
1,1,0,1,1,1,0.08,-0.99,0.75,5630.57,452.79,96.23,0
1,1,1,1,1,0,0.05,-0.99,0.98,713.98,687.17,982.22,0
1,1,0,1,1,0,-0.01,-0.89,0.86,-3811.33,-145.37,-482.00,0
1,1,0,1,1,1,-0.02,-0.72,0.23,-3779.20,-273.91,-993.21,0
0,1,0,1,1,1,0.12,-1.09,0.12,-2417.22,-920.70,-91.07,3
0,1,0,1,0,1,0.06,-1.09,-0.23,-4197.45,-649.71,-803.68,0
0,1,0,1,0,1,0.13,-0.59,-0.72,-2688.73,-562.94,-1196.15,0
0,1,0,1,0,1,0.26,-0.59,-0.67,802.13,166.34,1033.25,0
0,1,0,1,1,1,-0.14,-1.03,-0.45,3507.87,-725.15,-391.10,1
0,1,0,1,1,1,0.26,-1.13,-0.12,1939.86,-575.82,-4266.36,0
0,1,0,1,0,1,0.86,-0.70,-0.03,-302.26,554.86,-994.93,0
0,1,0,1,0,1,0.55,-0.88,0.15,-3580.73,-61.52,3594.99,0
0,1,0,1,0,1,-0.03,-0.74,-0.70,-3178.46,-2809.70,-1688.64,1
0,1,0,1,0,1,0.24,-0.61,-0.98,1650.66,432.34,-703.67,0
0,1,0,1,0,1,0.29,-0.70,-0.19,4476.34,2993.91,2275.46,0
0,1,0,1,1,1,0.09,-1.10,0.44,3658.91,2291.44,3186.36,0
1,1,0,1,1,0,-0.17,-1.22,0.52,-999.40,1261.11,2078.02,0
1,1,0,1,1,1,-0.17,-1.03,0.23,-3361.29,-161.01,-853.86,0
0,1,0,1,1,1,-0.16,-0.93,-0.20,-368.93,-491.11,-1097.18,1
0,1,0,1,1,1,-0.20,-1.11,-0.05,1749.64,-776.36,-3178.80,1
0,1,0,1,1,1,0.57,-0.93,0.13,40.55,-1426.07,-3409.06,0
0,1,0,1,0,1,0.74,-0.65,0.03,-1099.24,-122.86,984.11,0
0,1,0,1,0,1,0.28,-0.82,-0.11,-1835.90,431.48,3968.22,0
0,1,0,1,1,1,-0.20,-1.00,-0.36,341.61,-677.04,1342.90,1
0,1,0,1,1,1,-0.24,-0.84,-0.33,3927.15,1945.53,986.86,1
1,1,1,1,1,1,-0.01,-0.95,1.06,4240.75,710.72,-685.46,0
1,1,1,1,1,0,-0.01,-0.98,0.78,-3255.10,-279.41,498.84,0
1,1,0,1,1,1,-0.18,-0.75,0.10,-4778.26,195.72,96.40,0
1,1,0,1,1,1,-0.16,-1.04,-0.23,30.24,-1291.87,-2518.61,0
0,1,0,1,1,1,0.13,-0.89,-0.06,1287.23,-1548.76,-3693.97,3
0,1,0,1,0,1,0.69,-0.77,0.02,-714.67,1488.79,1676.27,0
0,1,0,1,1,1,0.09,-0.87,0.10,-1285.68,1396.34,4287.32,3
0,1,0,1,1,1,-0.28,-1.00,-0.14,1274.00,-987.03,141.94,1
1,1,0,1,1,1,-0.29,-0.77,0.08,5185.17,-46.40,-1079.65,0
1,1,0,1,1,0,0.21,-0.95,0.90,2153.80,-97.43,-1198.90,0
1,1,1,1,1,0,0.22,-0.87,1.00,-5601.70,-254.66,1417.14,0
1,1,0,1,1,1,-0.18,-0.82,-0.07,-3188.43,-1243.07,-1228.29,0
0,1,0,1,1,1,-0.03,-1.07,-0.21,-1235.68,-499.01,-17.36,1
0,1,0,1,0,1,0.12,-0.91,-0.22,-4574.63,497.64,1568.70,0
0,1,0,1,1,1,-0.11,-0.59,-0.77,-2241.44,244.18,-1425.04,1
0,1,0,0,1,1,-0.10,-0.62,-0.85,1380.19,507.95,297.45,1
0,1,0,1,1,1,0.06,-0.91,-0.41,2151.56,537.50,405.02,0
0,1,0,1,1,1,0.07,-0.83,-0.15,1337.40,-162.56,3122.96,0
0,1,0,1,1,1,-0.37,-0.82,0.00,800.76,-894.07,4207.42,0
1,1,0,1,1,1,-0.97,-1.07,-0.13,164.79,-126.99,-423.41,0
1,1,0,1,1,1,-0.46,-0.92,0.11,-1214.37,-761.58,-3779.37,0
0,1,0,1,1,1,-0.07,-0.79,-0.14,-3152.00,-283.36,-2740.96,1
0,1,0,1,1,1,0.13,-0.66,-0.57,-1831.95,111.35,-517.57,0
0,1,0,1,1,1,0.09,-0.78,-0.56,1136.70,128.36,1250.63,0
0,1,0,1,1,1,-0.21,-1.00,-0.22,1171.07,681.85,4122.19,1
0,1,0,0,1,1,-0.64,-1.16,-0.27,-710.37,-506.57,246.41,0
0,1,0,0,1,1,-0.43,-0.81,-0.58,580.46,-262.57,-1316.44,0
0,1,0,1,1,1,-0.05,-0.84,0.00,3244.96,152.42,-74.23,1
1,1,0,1,1,1,-0.31,-0.98,0.14,110.66,120.80,1890.89,0
0,1,0,1,1,1,-0.45,-1.07,-0.07,365.50,241.26,-761.41,0
0,1,0,1,1,1,-0.36,-0.96,0.10,-1116.94,1532.09,-1254.75,0
0,1,0,1,1,1,-0.30,-1.16,-0.04,106.02,-1082.91,-2034.54,1
0,1,0,1,1,1,-0.06,-0.88,-0.07,315.66,-868.81,-1531.06,1

0,1,0,1,1,1,0.18,-0.76,-0.00,482.35,-814.50,-1387.24,0
0,1,0,1,0,1,0.26,-0.91,0.17,502.79,-824.99,-1229.15,0
0,1,0,1,0,1,0.20,-1.04,0.16,-421.00,-2321.00,-2898.19,0
0,1,0,1,0,1,0.56,-0.74,-0.14,-2008.25,-840.45,-2514.14,0
0,1,1,1,0,1,1.04,-0.55,-0.02,-795.60,1626.95,1861.16,5
0,1,0,1,0,1,0.42,-0.84,-0.12,181.12,480.97,3078.62,0
0,1,0,1,1,1,0.12,-0.93,-0.25,2263.77,284.22,798.87,0
1,1,0,1,0,1,0.21,-0.68,0.39,5630.57,1021.40,-520.84,0
1,1,1,1,1,0,0.28,-0.78,0.93,2136.79,853.00,401.93,0
1,1,1,1,1,0,0.22,-0.77,0.92,-3213.86,805.57,955.93,0
1,1,0,1,1,0,-0.08,-0.83,0.44,-3701.87,631.16,172.87,0
1,1,0,1,1,1,0.18,-0.97,0.44,-1858.07,-1264.20,-782.72,0
0,1,0,1,1,1,0.05,-0.96,0.15,-5080.00,-828.42,214.80,3
0,1,0,1,0,1,0.09,-0.75,-0.37,-5122.96,-600.74,-722.40,0
0,1,0,1,0,1,0.14,-0.58,-0.93,-846.29,-131.45,44.16,0
0,1,0,1,0,1,0.10,-0.78,-0.70,2243.84,-239.71,448.67,0
0,1,0,1,0,1,0.04,-1.03,-0.34,2486.47,-329.93,35.40,0
0,1,0,1,1,1,0.10,-1.16,-0.18,1297.71,-186.44,-1134.81,3
0,1,0,1,1,1,0.16,-1.17,-0.13,496.09,-549.02,-2246.07,3
0,1,0,1,0,1,0.59,-0.77,-0.17,452.27,-298.48,-2291.44,0
0,1,1,1,0,1,0.75,-0.73,-0.12,-760.72,1424.52,2832.72,0
0,1,0,1,1,1,0.11,-0.98,-0.15,-596.44,369.96,2853.34,0
0,1,0,1,1,1,0.09,-1.10,-0.15,-630.98,-323.05,1266.95,3
0,1,0,1,1,1,-0.02,-0.89,-0.17,-633.39,241.77,3831.61,1
0,1,0,1,1,1,-0.53,-0.99,-0.25,-392.13,-1459.41,1659.60,0
1,1,0,0,1,1,-0.76,-0.97,-0.42,655.21,430.79,-599.02,0
0,1,0,1,1,1,-0.26,-0.98,-0.03,1323.14,709.00,-1969.93,1
0,1,0,1,1,1,-0.15,-0.93,-0.13,396.43,246.41,-1241.35,1
0,1,0,1,1,1,-0.02,-0.92,-0.10,2155.69,-173.21,-627.38,1
1,1,0,1,1,1,0.01,-0.81,0.26,5105.26,669.65,-514.48,0
1,1,0,1,1,0,0.03,-0.99,0.90,1783.15,481.14,-234.73,0
1,1,0,1,1,0,-0.02,-0.90,0.83,-3499.28,-905.23,-491.28,0
1,1,0,1,1,1,-0.09,-0.76,0.17,-4850.26,0.17,-500.90,0
0,1,0,1,1,1,-0.02,-0.98,-0.07,-746.80,-1394.45,-2165.83,1
0,1,0,1,1,1,0.22,-0.94,-0.04,350.89,-1371.77,-2869.67,0
0,1,0,1,0,1,0.72,-0.67,-0.01,-521.87,147.61,22.34,0
0,1,0,1,0,1,0.41,-0.90,0.18,-2872.76,-815.36,1972.17,0
0,1,0,1,0,1,0.09,-0.95,-0.52,-3819.75,-1638.98,736.32,0
0,1,0,1,0,1,0.09,-0.67,-0.84,-1083.60,-418.08,395.74,0
0,1,0,1,0,1,0.17,-0.78,-0.59,2530.64,528.23,161.18,0
0,1,0,1,0,1,0.03,-0.85,-0.33,3215.23,919.33,1460.95,0
0,1,0,1,0,1,0.12,-1.20,0.06,1018.13,2052.93,1854.97,3
0,1,0,1,1,1,-0.09,-1.26,0.17,-2536.99,-382.68,-1547.22,1
0,1,0,1,1,1,-0.05,-0.88,-0.45,-1112.47,-2849.56,-4097.10,1
0,1,0,1,0,1,0.29,-0.68,-0.69,-200.02,816.57,-409.66,0
0,1,0,1,0,1,0.41,-0.88,-0.24,2443.17,1930.24,2183.53,0
0,1,0,1,1,1,-0.03,-0.99,-0.01,2225.63,600.91,1184.30,1
0,1,0,1,1,1,0.04,-0.93,0.21,1252.34,965.03,1543.78,0
1,1,0,1,1,1,-0.13,-0.99,0.33,69.59,1282.42,1873.19,0
1,1,0,1,1,1,-0.28,-1.00,0.29,-1973.89,1161.44,1295.99,0
1,1,0,1,1,1,-0.39,-1.14,0.29,-2414.47,-803.16,-235.24,0
0,1,0,1,1,1,-0.43,-0.87,-0.37,-3874.40,-287.83,-2052.59,0
0,1,0,1,1,1,-0.12,-0.62,-0.68,-1054.73,-174.93,-1178.11,1
0,1,0,1,1,1,-0.06,-0.88,-0.43,1458.72,181.46,1101.99,1
0,1,0,1,1,1,-0.16,-1.19,-0.18,-1011.95,316.18,-169.26,1
0,1,0,1,1,1,-0.15,-0.93,-0.53,-569.12,-800.07,-2116.85,1
0,1,0,1,1,1,-0.05,-0.95,-0.55,468.25,-154.82,-1672.31,1
0,1,0,1,1,1,0.21,-0.88,-0.58,1670.25,837.53,-1957.39,0
0,1,0,1,0,1,0.67,-0.67,0.08,3000.27,1316.78,-1160.24,0
1,1,0,1,0,1,0.52,-0.83,0.43,2550.57,62.89,-656.59,0
1,1,0,1,0,1,0.44,-0.76,0.41,2357.60,879.80,-418.25,0
1,1,0,1,0,1,0.41,-0.70,0.63,1566.46,1938.83,479.60,0
1,1,0,1,1,0,0.37,-0.88,0.76,-1433.46,-118.22,114.79,0
1,1,0,1,0,1,0.33,-0.76,0.62,-1434.32,-1711.66,-413.44,0
1,1,0,1,0,1,0.54,-0.88,0.42,-3176.23,-1848.27,-195.89,0
0,1,0,1,0,1,0.57,-0.70,-0.11,-4143.15,-47.26,2216.18,0
0,1,0,1,0,1,0.26,-0.87,-0.35,-2368.08,1014.35,3251.32,0
0,1,0,1,1,1,0.00,-0.87,-0.44,174.93,136.27,2167.55,0
0,1,0,1,1,1,-0.23,-1.09,-0.37,1347.89,333.88,1141.68,1
0,1,0,1,1,1,-0.18,-1.16,-0.11,966.41,461.04,629.61,1
0,1,0,1,1,1,-0.24,-1.01,-0.31,845.61,479.08,-179.23,1
1,1,0,1,1,1,-0.25,-0.87,-0.02,3973.20,701.61,-1591.55,0
1,1,0,1,1,0,-0.03,-0.70,0.58,3243.93,963.32,-1467.14,0
1,1,0,1,1,0,0.07,-0.96,0.78,-222.01,-173.38,-89.87,0
1,1,0,1,1,1,0.10,-0.83,0.53,-1826.97,-1309.57,-170.63,0
1,1,0,1,1,1,0.20,-0.88,0.29,-810.21,-1588.11,-1169.35,0
0,1,0,1,0,1,0.23,-0.94,0.27,-1025.35,-1265.75,-1228.46,0
0,1,0,1,0,1,0.26,-0.92,0.21,-1853.94,-1540.86,-2155.35,0
0,1,0,1,0,1,0.63,-0.65,-0.07,-624.11,-1387.24,-1169.35,0
0,1,0,1,0,1,0.73,-0.61,-0.15,1045.45,-1674.37,919.15,0
0,1,0,1,0,1,0.60,-0.81,0.01,-99.67,-1317.30,2926.55,0
0,1,0,1,0,1,0.04,-1.05,-0.23,-1199.42,-2020.63,2658.14,0
0,1,0,1,1,1,-0.07,-1.10,-0.40,-1044.08,-474.96,1406.48,1
0,1,0,1,1,1,-0.21,-1.00,-0.57,1272.79,464.99,-84.89,1
0,1,0,1,1,1,-0.01,-0.84,-0.15,3572.65,2139.71,-714.15,1
1,1,0,1,1,1,0.11,-1.03,0.39,2216.35,1538.45,-231.12,0
1,1,0,1,1,1,0.20,-1.09,0.57,-1431.57,273.56,-538.54,0
0,1,0,1,1,1,0.05,-0.94,0.08,-4116.17,-308.45,-534.07,3
0,1,0,1,1,1,0.04,-1.00,-0.29,-547.30,-939.26,-2436.13,0
0,1,0,1,1,1,0.31,-0.93,-0.19,133.17,-324.94,-2566.89,0
0,1,1,1,0,1,0.90,-0.74,-0.10,-118.57,-40.90,-1731.08,0
0,1,1,1,0,1,0.87,-0.66,-0.05,-1410.43,483.03,3031.88,0
0,1,0,1,0,1,0.19,-0.95,-0.28,-376.49,-807.80,2347.29,0
0,1,0,1,0,1,0.09,-1.07,-0.34,410.86,-298.48,804.19,0
0,1,0,1,0,1,0.12,-1.02,-0.23,1517.14,994.42,-162.04,0
0,1,0,1,0,1,0.32,-0.94,0.13,2569.81,1044.25,-1670.94,0
0,1,0,1,0,1,0.47,-0.92,0.41,105.16,1015.38,259.47,0
0,1,0,1,0,1,0.33,-0.97,0.33,-3067.45,-798.52,1405.79,0
0,1,0,1,0,1,0.09,-1.00,-0.20,-1831.78,-1116.77,-373.57,0
0,1,0,1,0,1,0.14,-1.09,-0.24,-246.24,-421.00,-1356.82,0
0,1,0,1,0,1,0.46,-1.00,-0.09,698.69,124.24,-2416.88,0
0,1,0,1,0,1,0.78,-0.63,-0.06,648.51,356.56,-852.48,0
0,1,0,1,0,1,0.50,-0.72,0.02,18.21,945.79,4218.24,0
0,1,0,1,1,1,-0.05,-0.94,0.08,1518.69,136.44,3157.67,1
1,1,0,1,1,1,-0.19,-1.15,0.34,1177.94,568.95,1816.83,0
1,1,0,1,1,0,-0.30,-1.26,0.55,-2824.48,886.50,690.27,0
1,1,0,1,1,1,-0.30,-0.88,0.03,-3807.72,-56.53,-1012.46,0
1,1,0,1,1,1,-0.21,-0.83,-0.46,-3041.16,-406.57,-1786.24,0
0,1,0,1,1,1,-0.04,-0.64,-0.79,-592.15,116.68,-1579.18,1
0,1,0,1,1,1,0.02,-0.67,-0.67,3548.08,1181.03,594.90,0
0,1,0,1,1,1,0.12,-1.15,0.23,3446.18,677.38,778.76,0
0,1,0,1,1,1,-0.09,-1.40,0.27,-489.22,282.33,269.10,1
0,1,0,1,1,1,-0.17,-0.85,-0.26,1906.01,-365.67,-2040.73,1
1,1,0,1,1,1,0.15,-0.76,0.38,3167.12,619.13,-1629.87,0
1,1,0,1,1,0,0.38,-0.93,0.80,-975.00,438.87,753.16,0
1,1,0,1,1,1,0.12,-1.08,0.45,-4072.87,-777.90,40.90,0
0,1,0,1,1,1,0.10,-0.92,-0.06,-1791.57,-2584.08,-3134.30,3
0,1,0,1,0,1,0.23,-0.89,-0.28,-65.99,-676.86,-1942.96,0
0,1,0,1,0,1,0.76,-0.74,-0.09,362.40,226.14,-1330.53,0

0,1,1,1,0,1,0.81,-0.67,-0.05,-1606.16,906.44,3176.23,0
0,1,0,1,0,1,0.23,-1.10,-0.20,-1669.22,357.76,3093.57,0
0,1,0,1,0,1,0.16,-1.25,-0.21,-2234.22,-2371.86,-389.04,0
0,1,0,1,1,1,-0.07,-0.75,-0.82,-1793.97,-1720.60,-1399.61,1
0,1,0,1,0,1,0.14,-0.72,-0.67,-312.40,489.05,-305.70,0
0,1,0,1,0,1,0.16,-0.79,-0.60,1782.80,1074.49,-755.22,0
0,1,0,1,0,1,0.46,-0.86,-0.23,2195.04,880.49,-2298.14,0
0,1,0,1,0,1,0.74,-0.89,-0.12,908.67,1277.95,-1034.80,0
0,1,0,1,0,1,0.66,-0.91,-0.01,-155.00,623.77,523.07,0
0,1,1,1,0,1,1.07,-0.82,0.25,-1280.87,-1344.96,1357.34,0
0,1,0,1,0,1,0.14,-0.84,-0.43,-2370.48,-2139.71,2165.83,0
0,1,0,1,0,1,0.02,-0.91,-0.69,-634.59,-1305.79,-312.57,0
0,1,0,1,1,1,0.06,-0.79,-0.59,886.16,2173.90,2898.71,0
0,1,0,1,1,1,-0.08,-0.91,-0.22,2178.89,791.65,2918.99,1
0,1,0,1,1,1,-0.21,-1.12,-0.16,377.52,-83.34,71.48,1
0,1,0,1,1,1,-0.24,-1.00,-0.45,942.87,584.24,-520.15,1
0,1,0,1,1,1,-0.01,-0.88,0.18,3165.06,2150.36,-1062.98,1
1,1,0,1,1,1,0.06,-0.99,0.47,797.32,622.74,671.02,0
1,1,0,1,1,0,0.02,-1.17,0.59,-923.96,-1866.66,245.38,0
1,1,0,1,1,1,-0.15,-1.00,0.10,-2542.32,-1865.80,-97.43,0
0,1,0,1,1,1,-0.14,-0.93,-0.15,-1910.82,-481.83,15.64,1
0,1,0,1,1,1,-0.01,-0.92,-0.19,-633.05,351.58,111.18,1
0,1,0,1,1,1,0.00,-1.00,-0.17,-688.03,434.75,1020.71,3
0,1,0,1,1,1,-0.37,-0.80,-0.57,1101.30,957.99,1212.48,0
0,1,0,1,1,1,-0.14,-1.07,0.15,3420.06,874.65,-283.70,1
1,1,0,1,1,1,-0.10,-1.03,0.42,1893.81,145.89,-919.84,0
1,1,0,1,1,1,-0.18,-1.06,0.21,-39.01,501.93,-397.63,0
1,1,0,1,1,1,-0.07,-0.88,0.27,1375.89,376.15,-2950.95,0
1,1,0,1,1,0,0.43,-0.65,0.52,32.99,-248.48,-1109.72,0
1,1,0,1,1,1,0.31,-0.74,0.36,645.42,-1941.24,247.10,0
1,1,0,1,0,1,0.15,-0.87,0.22,786.32,-1417.31,-4.81,0
1,1,0,1,0,1,0.18,-1.03,0.32,-421.17,389.90,-1612.51,0
1,1,0,1,0,1,0.47,-0.80,0.45,-915.37,-300.20,-2310.00,0
1,1,0,1,0,1,0.82,-0.65,0.55,-1005.07,-975.86,139.53,0
0,1,0,1,0,1,0.46,-0.77,0.15,-1173.82,-1756.86,1214.37,0
0,1,0,1,0,1,0.49,-0.89,0.03,-1377.79,-1925.94,0.52,0
0,1,0,1,0,1,0.43,-0.95,-0.20,-1110.24,-1083.43,-181.63,0
0,1,0,1,0,1,0.47,-0.87,-0.21,-1489.82,-105.16,-1226.40,0
0,1,0,1,0,1,0.69,-0.62,-0.34,-316.35,578.75,-1391.19,0
0,1,1,1,0,1,1.02,-0.61,-0.14,1127.76,462.93,1776.79,0
0,1,0,1,0,1,0.44,-0.95,-0.13,1526.42,-0.17,1382.25,0
0,1,0,1,0,1,0.40,-0.96,-0.09,534.93,871.55,307.59,0
0,1,0,1,0,1,0.54,-0.91,0.17,895.78,2458.46,-1529.17,0
1,1,0,1,0,1,0.79,-0.72,0.49,-306.73,703.33,-282.50,0
0,1,0,1,0,1,0.53,-0.77,0.30,-1892.26,-1747.58,1931.44,0
0,1,0,1,0,1,0.35,-1.02,-0.13,-1503.23,-737.69,750.58,0
0,1,0,1,0,1,0.44,-0.91,-0.08,-1432.26,-883.76,1086.01,0
0,1,0,1,0,1,0.26,-1.02,-0.17,-2825.68,-681.85,2164.11,0
0,1,0,1,1,1,-0.06,-0.85,-0.73,-1737.27,-838.91,-107.23,1
0,1,0,1,0,1,0.02,-0.78,-0.79,261.54,1008.34,-636.48,0
0,1,0,1,0,1,0.14,-0.79,-0.44,2016.67,958.68,-129.91,0
0,1,0,1,0,1,0.33,-0.93,-0.02,1924.22,1019.51,484.41,0
0,1,0,1,1,1,0.09,-1.00,0.04,960.05,1028.10,3109.72,3
1,1,0,1,1,1,-0.30,-1.12,0.09,1716.82,612.43,2180.95,0
1,1,0,1,1,1,-0.24,-1.25,0.32,-32.99,-95.71,-1391.36,0
0,1,0,1,1,1,-0.10,-0.91,-0.05,-1065.39,-334.91,-2606.24,1
0,1,0,1,1,1,0.12,-0.87,-0.08,533.21,571.01,-2258.28,3
0,1,0,1,0,1,0.44,-0.75,0.19,1836.24,972.77,-1978.01,0
0,1,0,1,0,1,0.64,-0.80,0.51,247.10,447.63,182.49,0
1,1,0,1,0,1,0.37,-0.87,0.40,-1097.00,-998.03,1164.54,0
0,1,0,1,0,1,0.25,-0.96,0.06,-1781.77,-1221.41,493.69,0
0,1,0,1,0,1,0.38,-1.10,0.08,-2097.09,-1347.71,-538.36,0
0,1,0,1,0,1,0.28,-0.87,-0.22,-3031.71,-1542.40,-2195.38,0
0,1,0,1,0,1,0.68,-0.67,-0.51,-957.13,-406.91,-994.07,0
0,1,0,1,0,1,0.60,-0.72,-0.46,423.58,-732.71,2107.23,0
0,1,0,1,0,1,0.19,-0.84,-0.52,532.86,-580.64,2438.19,0
0,1,0,1,1,1,0.06,-0.92,-0.39,991.67,297.11,2125.96,0
0,1,0,1,1,1,-0.05,-1.15,-0.22,1286.20,591.12,1067.79,1
0,1,0,1,1,1,0.01,-1.19,-0.07,-6.19,71.14,169.77,3
0,1,0,1,1,1,-0.09,-0.93,-0.33,-233.70,-120.97,-61.69,1
0,1,0,1,1,1,-0.16,-0.80,-0.36,2201.05,1650.32,-29.73,1
0,1,0,1,1,1,0.07,-1.12,0.29,1890.03,1114.02,-720.17,0
0,1,0,1,1,1,0.12,-1.18,0.36,-917.09,622.56,-287.65,0
0,1,0,1,1,1,0.06,-1.06,0.12,-3539.49,16.15,-80.76,3
0,1,0,1,1,1,0.10,-0.95,-0.19,-2451.42,-1185.84,-1734.69,0
0,1,0,1,0,1,0.24,-0.83,-0.60,-777.39,-1095.80,-1353.73,0
0,1,0,1,0,1,0.22,-0.88,-0.53,454.34,-260.68,-626.17,0
0,1,0,1,0,1,0.23,-0.80,-0.47,2025.09,234.73,-463.44,0
0,1,0,1,0,1,0.34,-0.83,-0.09,2896.13,1176.74,247.27,0
1,1,0,1,0,1,0.38,-0.95,0.30,1895.70,1499.62,1033.77,0
1,1,0,1,1,1,0.17,-1.08,0.31,-1123.12,625.31,1465.59,0
0,1,0,1,1,1,-0.01,-1.11,0.06,-3088.76,261.02,1361.98,1
0,1,0,1,1,1,-0.08,-1.01,-0.14,-2146.58,-884.96,18.73,1
0,1,0,1,1,1,-0.21,-0.81,-0.56,-1122.44,-337.83,-10.65,1
0,1,0,1,1,1,-0.10,-0.79,-0.45,1574.54,935.48,504.51,1
