tVal2,tVal3,tVal4,tVal5,tVal6,tVal7,ax,ay,az,gx,gy,gz
0,1,0,0,1,1,-0.12,-0.08,-1.13,2315.14,2547.15,497.52
0,1,0,0,1,1,-0.21,-0.04,-1.12,5616.63,222.08,-1099.26
0,1,0,0,1,1,-0.12,0.13,-1.16,5645.16,-1837.47,-2353.60
0,1,0,0,1,1,-0.10,0.14,-1.12,2426.80,-3292.81,-2275.44
0,1,0,0,1,1,-0.00,0.13,-1.14,-2031.02,-2450.37,277.92
0,1,0,0,1,1,0.03,0.03,-1.15,-2263.03,-904.47,833.75
0,1,0,0,1,1,0.00,0.03,-1.18,-1873.45,3049.63,1571.96
0,1,0,0,1,1,-0.08,-0.07,-1.17,-775.43,4280.40,1770.47
0,1,0,0,1,1,-0.16,-0.05,-1.14,2836.23,2493.80,339.95
0,1,0,0,1,1,-0.20,-0.00,-1.13,6446.65,-1150.12,-1650.12
0,1,0,0,1,1,-0.08,0.18,-1.13,5501.24,-2518.61,-3662.53
0,1,0,0,1,1,-0.06,0.15,-1.14,480.15,-3901.99,-1607.94
0,1,1,0,1,1,0.03,0.12,-1.15,-2017.37,-2660.05,708.44
0,1,1,0,1,1,0.08,0.06,-1.13,-3741.94,1034.74,913.15
0,1,0,0,1,1,-0.02,-0.01,-1.16,-3300.25,4826.31,2080.65
0,1,0,0,1,1,-0.08,-0.12,-1.14,-171.22,4688.59,2495.04
0,1,0,0,1,1,-0.21,-0.05,-1.13,4971.47,2313.90,-578.16
0,1,0,0,1,1,-0.22,0.05,-1.15,6013.65,-1497.52,-2258.07
0,1,0,0,1,1,-0.13,0.11,-1.11,2542.18,-4962.78,-3225.81
0,1,1,0,1,1,-0.03,0.21,-1.14,-54.59,-4765.51,122.83
0,1,0,0,1,1,0.05,0.07,-1.13,-5387.10,1874.69,1534.74
0,1,0,0,1,1,-0.08,-0.08,-1.15,-1823.82,2970.22,3421.84
0,1,0,0,1,1,-0.07,-0.05,-1.13,2668.74,2421.84,870.97
0,1,0,0,1,1,-0.14,-0.01,-1.12,4851.12,2717.12,362.28
0,1,0,0,1,1,-0.19,0.02,-1.11,4067.00,1630.27,-766.75
0,1,0,0,1,1,-0.16,0.07,-1.12,4558.31,-2142.68,-2544.67
,,,,,,,,,,,
0,1,0,0,1,1,-0.09,0.18,-1.11,3766.75,-4084.37,-3186.11
0,1,1,0,1,1,-0.01,0.21,-1.13,-177.42,-3553.35,-1266.75
0,1,1,0,1,1,0.03,0.15,-1.14,-3013.65,-797.77,1669.98
0,1,1,0,1,1,0.02,0.04,-1.13,-3100.50,2655.09,1996.28
0,1,1,0,1,1,-0.08,0.01,-1.14,-565.76,4636.48,1992.56
0,1,0,0,1,1,-0.11,-0.04,-1.13,2529.78,3653.85,720.84
0,1,0,0,1,1,-0.23,0.04,-1.12,5311.42,750.62,-2501.24
0,1,0,0,1,1,-0.15,0.17,-1.10,5217.12,-3903.23,-2807.69
0,1,0,0,1,1,-0.11,0.19,-1.14,303.97,-3928.04,-2634.00
0,1,1,0,1,1,-0.03,0.15,-1.15,-315.14,-2873.45,1213.40
0,1,1,0,1,1,0.03,0.15,-1.13,-3946.65,378.41,1203.47
0,1,0,0,1,1,-0.04,-0.02,-1.14,-4923.08,4513.65,2667.50
0,1,0,0,1,1,-0.06,-0.07,-1.10,-558.31,3764.27,1292.80
0,1,0,0,1,1,-0.14,-0.06,-1.09,3689.83,3341.19,241.94
0,1,0,0,1,1,-0.19,-0.00,-1.11,4275.44,1342.43,-1522.33
0,1,0,0,1,1,-0.16,0.06,-1.16,2483.87,-3038.46,-4049.63
0,1,0,0,1,1,-0.11,0.11,-1.11,651.37,-5291.57,-1646.40
0,1,0,0,1,1,-0.02,0.13,-1.16,-2156.33,-2666.25,1553.35
0,1,0,0,1,1,-0.03,-0.02,-1.15,-2852.36,1952.85,3465.26
0,1,0,0,1,1,-0.06,-0.03,-1.13,923.08,3531.02,3327.55
0,1,0,0,1,1,-0.13,-0.03,-1.13,3385.86,2780.40,1554.59
0,1,0,0,1,1,-0.16,-0.01,-1.11,6245.66,184.86,-294.04
0,1,0,0,1,1,-0.13,0.09,-1.10,4227.05,-3538.46,-3796.53
0,1,1,0,1,1,-0.05,0.17,-1.12,2816.38,-4500.00,-3095.54
0,1,1,0,1,1,0.02,0.15,-1.13,-1153.85,-2977.67,-315.14
0,1,1,0,1,1,0.06,0.08,-1.16,-3353.60,754.34,880.89
0,1,0,0,1,1,-0.05,0.01,-1.19,-3459.06,3880.90,1178.66
0,1,0,0,1,1,-0.11,-0.07,-1.05,129.03,3519.85,1970.22
0,1,0,0,1,1,-0.14,-0.05,-1.09,5883.38,2146.40,1409.43
0,1,0,0,1,1,-0.13,0.11,-1.12,7709.68,-1833.75,-289.08
0,1,0,0,1,1,-0.07,0.17,-1.12,3111.66,-3344.91,-2836.23
0,1,1,0,1,1,-0.01,0.19,-1.11,-1839.95,-2251.86,-679.90
0,1,1,0,1,1,0.00,0.08,-1.16,-3265.51,1071.96,1626.55
0,1,0,0,1,1,-0.04,0.01,-1.16,-2707.20,3286.60,2163.77
0,1,0,0,1,1,-0.08,-0.03,-1.13,-35.98,2914.39,1936.73
0,1,0,0,1,1,-0.21,-0.01,-1.13,4425.56,1316.38,-290.32
0,1,0,0,1,1,-0.14,0.11,-1.14,4854.84,-2022.33,-1889.58
0,1,0,0,1,1,-0.10,0.13,-1.14,1919.36,-3331.27,-1725.81
0,1,0,0,1,1,-0.06,0.14,-1.13,-476.43,-1348.64,-1571.96
0,1,0,0,1,1,0.01,0.11,-1.15,-2944.17,-168.73,662.53
0,1,0,0,1,1,-0.05,-0.09,-1.12,-3249.38,2552.11,1554.59
0,1,0,0,1,1,-0.09,-0.06,-1.12,4320.10,2710.92,2200.99
0,1,0,0,1,1,-0.16,0.01,-1.15,6074.44,911.91,-450.37
0,1,0,0,1,1,-0.13,0.13,-1.15,4259.31,-2223.33,-2677.42
0,1,0,0,1,1,-0.08,0.16,-1.13,1059.55,-4151.37,-2786.60
0,1,1,0,1,1,0.01,0.15,-1.14,-1261.79,-2562.04,-418.11
0,1,1,0,1,1,0.06,0.13,-1.14,-2817.62,205.96,1392.06
0,1,1,0,1,1,0.02,-0.03,-1.14,-4936.73,4625.31,2570.72
0,1,0,0,1,1,-0.08,-0.10,-1.14,-191.07,5004.97,3198.51
0,1,0,0,1,1,-0.16,-0.05,-1.12,3325.06,4141.44,-1533.50
0,1,0,0,1,1,-0.22,0.01,-1.13,7606.70,-1817.62,-1777.92
0,1,0,0,1,1,-0.10,0.16,-1.12,5398.27,-3843.67,-3931.76
0,1,1,0,1,1,-0.05,0.17,-1.11,1423.08,-4870.97,-2893.30
0,1,1,0,1,1,0.04,0.18,-1.14,-2065.76,-2647.64,171.22
0,1,1,0,1,1,0.09,0.08,-1.13,-3921.84,1884.62,1655.09
0,1,1,0,1,1,-0.04,-0.01,-1.14,-2410.67,4461.54,2080.65
0,1,0,0,1,1,-0.11,-0.06,-1.15,263.03,4042.19,2088.09
0,1,0,0,1,1,-0.15,-0.03,-1.09,6352.36,2057.07,532.26
0,1,0,0,1,1,-0.13,0.16,-1.11,8199.76,-1263.03,-2327.54
0,1,0,0,1,1,-0.11,0.19,-1.13,672.46,-2813.90,-3359.80
0,1,1,0,1,1,-0.06,0.14,-1.13,-2856.08,-3334.99,334.99
0,1,1,0,1,1,0.02,0.06,-1.14,-2601.74,-2207.20,142.68
0,1,0,0,1,1,0.01,0.08,-1.17,-2677.42,893.30,1210.92
0,1,0,0,1,1,-0.02,-0.06,-1.14,-3318.86,3591.81,2414.39
0,1,0,0,1,1,-0.11,-0.15,-1.12,3083.13,2343.67,2380.89
0,1,0,0,1,1,-0.14,-0.01,-1.11,6578.17,-579.40,-739.45
0,1,0,0,1,1,-0.09,0.13,-1.14,3574.44,-1528.54,-2557.07
0,1,0,0,1,1,0.02,0.10,-1.10,-822.58,-1538.46,-609.18
0,1,0,0,1,1,0.04,0.02,-1.14,-4250.62,2694.79,4016.13
0,1,0,0,1,1,-0.14,-0.19,-1.14,-2289.08,2367.25,2444.17
0,1,0,0,1,1,-0.17,0.01,-1.16,8263.03,-40.94,-1230.77
0,1,0,0,1,1,-0.14,0.13,-1.15,5214.64,-2682.38,-2996.28
0,1,1,0,1,1,-0.03,0.19,-1.18,605.46,-3038.46,-2080.65
0,1,1,0,1,1,0.08,0.10,-1.17,-2894.54,-338.71,1601.74
0,1,0,0,1,1,-0.00,-0.06,-1.16,-5267.99,4282.88,1997.52
0,1,0,0,1,1,-0.19,-0.20,-1.13,-913.15,3404.47,2023.57
0,1,0,0,1,1,-0.19,-0.12,-1.13,8201.00,387.10,2719.60
0,1,0,0,1,1,-0.11,0.15,-1.14,7610.43,-1202.23,-1054.59
0,1,0,0,1,1,-0.07,0.16,-1.19,1725.81,-3027.30,-1568.24
0,1,0,0,1,1,-0.07,0.14,-1.17,-3187.35,-724.57,691.07
0,1,0,0,1,1,0.00,0.05,-1.18,-5657.57,1326.30,4003.72
0,1,0,0,1,1,-0.15,-0.20,-1.12,-858.56,2037.22,2770.47
0,1,0,0,1,1,-0.13,0.02,-1.17,5205.96,3544.67,-194.79
0,1,0,0,1,1,-0.21,0.07,-1.15,5934.25,-718.36,-261.79
0,1,0,0,1,1,-0.10,0.13,-1.09,5771.72,-3405.71,-1704.72
0,1,0,0,1,1,-0.00,0.18,-1.12,192.31,-3357.32,-3634.00
0,1,1,0,1,1,0.02,0.11,-1.13,-2459.06,-2447.89,-2026.06
0,1,0,0,1,1,0.05,0.07,-1.17,-4589.33,1084.37,1446.65
0,1,0,0,1,1,-0.04,-0.08,-1.11,-4702.24,4751.86,3366.01
0,1,0,0,1,1,-0.10,-0.20,-1.07,2312.66,3451.61,3719.60
0,1,0,0,1,1,-0.17,-0.06,-1.13,6766.75,1959.06,-151.36
0,1,0,0,1,1,-0.16,0.10,-1.12,7982.63,-1627.79,-2276.68
0,1,0,0,1,1,-0.09,0.19,-1.15,1772.95,-2910.67,-5400.75
0,1,1,0,1,1,-0.03,0.15,-1.14,-1370.97,-3588.09,-4297.77
0,1,1,0,1,1,0.04,0.12,-1.14,-3043.43,-1325.06,23.57
0,1,0,0,1,1,0.04,0.01,-1.15,-3658.81,2928.04,2812.66
0,1,0,0,1,1,-0.05,-0.09,-1.16,-1652.61,3715.88,3646.40
0,1,0,0,1,1,-0.16,-0.16,-1.09,5781.64,2348.64,2500.00
0,1,0,0,1,1,-0.12,0.05,-1.12,8050.87,828.78,-549.63
0,1,0,0,1,1,-0.10,0.16,-1.13,3782.88,-2033.50,-3599.26
0,1,1,0,1,1,-0.05,0.17,-1.14,-147.64,-2841.19,-2867.25
0,1,1,0,1,1,0.00,0.15,-1.13,-2636.48,-1758.07,-220.84
0,1,0,0,1,1,0.01,0.06,-1.18,-4286.60,2331.27,1830.03
0,1,0,0,1,1,-0.08,-0.03,-1.15,-1256.82,3433.00,3375.93
0,1,0,0,1,1,-0.16,-0.12,-1.15,4531.02,2817.62,1678.66
0,1,0,0,1,1,-0.19,0.01,-1.09,7801.49,86.85,-919.36
0,1,1,0,1,1,-0.07,0.25,-1.11,5142.68,-2916.87,-2625.31
0,1,1,0,1,1,-0.06,0.18,-1.11,-1552.11,-3988.84,-2954.10
0,1,1,0,1,1,0.07,0.14,-1.14,-4027.30,-2585.61,-409.43
0,1,1,0,1,1,0.07,0.03,-1.16,-5212.16,2877.17,2024.81
0,1,0,0,1,1,-0.05,-0.15,-1.17,-2048.39,4892.06,3906.95
0,1,0,0,1,1,-0.12,-0.06,-1.12,6782.88,3068.24,1488.83
0,1,0,0,1,1,-0.18,0.11,-1.13,8126.56,-1490.08,-1931.76
0,1,0,0,1,1,-0.09,0.18,-1.16,2715.88,-2874.69,-2838.71
0,1,1,0,1,1,-0.03,0.14,-1.15,-1503.72,-2704.72,-2687.35
0,1,1,0,1,1,0.04,0.10,-1.15,-4208.44,-607.94,-834.99
0,1,0,0,1,1,-0.01,-0.03,-1.15,-3868.49,1718.36,1014.89
0,1,0,0,1,1,-0.05,-0.09,-1.16,-527.30,2792.81,1357.32
0,1,0,0,1,1,-0.11,-0.05,-1.14,4116.63,1859.80,677.42
