tVal2,tVal3,tVal4,tVal5,tVal6,tVal7,ax,ay,az,gx,gy,gz
1,0,1,1,1,0,0.06,0.97,-0.21,333.74,240.98,-1270.43,2
1,0,1,1,1,0,-0.03,0.98,-0.21,-502.09,219.88,-1047.85,0
1,0,1,1,1,0,-0.07,1.00,-0.17,-1231.90,86.13,-391.90,0
1,0,1,1,1,0,-0.07,1.00,-0.11,-1166.63,-140.12,648.34,0
1,0,1,1,1,0,-0.00,0.99,-0.05,-872.39,-153.13,1200.25,0
1,0,1,1,1,0,0.09,0.97,-0.04,-166.63,-107.98,1317.55,2
1,0,1,1,1,0,0.16,0.98,-0.05,817.18,-282.94,734.23,2
1,0,1,1,1,0,0.15,0.92,-0.15,824.29,-119.75,-274.36,2
1,0,1,1,0,0,0.11,0.92,-0.23,322.94,90.55,-963.44,2
1,0,1,1,1,0,0.05,0.98,-0.19,79.02,207.12,-1232.39,2
1,0,1,1,1,0,-0.03,0.98,-0.20,-673.62,171.78,-1048.34,0
1,0,1,1,1,0,-0.06,1.00,-0.16,-1299.39,38.77,-344.29,0
1,0,1,1,1,0,-0.05,1.01,-0.08,-1318.28,-145.28,534.48,0
1,0,1,1,1,0,0.02,1.02,-0.05,-936.20,-154.36,1297.91,0
1,0,1,1,1,0,0.08,0.98,0.00,-115.58,-171.53,1121.23,0
1,0,1,1,1,0,0.15,1.00,-0.00,633.62,-330.80,766.87,2
1,0,1,1,1,0,0.16,0.91,-0.12,673.62,-241.23,173.25,2
1,0,1,1,1,0,0.14,0.93,-0.15,277.55,69.20,-614.72,2
1,0,1,1,1,0,0.07,0.96,-0.19,321.96,260.61,-1331.29,2
1,0,1,1,1,0,0.00,1.01,-0.17,35.58,308.71,-1282.70,2
1,0,1,1,1,0,-0.04,1.00,-0.21,-491.29,277.79,-536.44,0
1,0,1,1,1,1,-0.05,0.99,-0.12,-1291.29,81.23,268.71,0
1,0,1,1,1,1,-0.01,0.99,-0.11,-1382.33,-125.40,865.28,0
1,0,1,1,1,0,0.06,0.98,-0.03,-427.24,-243.19,1030.18,0
1,0,1,1,1,0,0.11,0.99,-0.02,323.68,-354.11,551.17,2
1,0,1,1,1,0,0.15,0.97,-0.09,837.06,-448.34,222.58,2
1,0,1,1,1,0,0.13,0.97,-0.15,415.46,-119.26,-361.47,2
1,0,1,1,1,0,0.08,0.96,-0.19,627.24,259.39,-1097.67,2
1,0,1,1,1,0,0.01,0.96,-0.19,-228.47,446.87,-1013.74,2
1,0,1,1,1,1,-0.05,0.95,-0.16,-1390.18,326.38,-509.45,0
1,0,1,1,1,1,-0.05,1.00,-0.11,-1664.29,1.96,284.91,0
1,0,1,1,1,0,0.01,0.97,-0.01,-1343.80,-295.95,1090.80,0
1,0,1,1,1,0,0.09,0.97,0.05,-332.27,-502.82,1106.01,2
1,0,1,1,1,0,0.15,0.98,-0.01,1308.71,-439.26,378.90,2
1,0,1,1,1,0,0.12,0.93,-0.13,470.43,-57.18,-16.69,2
1,0,1,1,1,0,0.09,0.99,-0.14,297.42,82.70,-767.36,2
1,0,1,1,1,0,0.07,0.96,-0.27,-309.94,33.62,-605.40,2
1,0,1,1,1,0,0.00,0.97,-0.14,-683.68,337.67,-587.24,2
1,0,1,1,1,0,-0.01,0.97,-0.10,-885.40,491.78,-470.67,0
1,0,1,1,1,0,-0.00,1.01,-0.05,-1042.94,123.19,490.06,0
1,0,1,1,1,0,0.03,0.96,-0.02,-587.73,-184.05,992.15,0
1,0,1,1,1,0,0.11,0.97,0.01,406.38,-479.26,701.60,2
1,0,1,1,1,0,0.11,0.96,-0.07,1334.48,-354.60,56.44,2
1,0,1,1,1,0,0.08,0.92,-0.18,893.25,141.84,-750.18,2
1,0,1,1,1,0,0.01,0.97,-0.21,324.91,382.58,-1342.09,2
1,0,1,1,1,1,-0.05,0.99,-0.22,-574.97,283.68,-1223.56,0
1,0,1,1,1,1,-0.11,0.98,-0.17,-1440.98,69.94,-280.00,0
1,0,1,1,1,1,-0.08,1.00,-0.11,-1413.25,-186.99,873.13,0
1,0,1,1,1,1,-0.00,1.00,-0.04,-1039.51,-458.16,1383.56,0
1,0,1,1,1,0,0.06,0.93,-0.04,145.28,-474.60,1116.32,0
1,0,1,1,1,0,0.12,0.94,-0.07,666.26,-342.58,424.05,2
1,0,1,1,1,0,0.11,0.94,-0.14,460.86,0.49,-291.29,2
1,0,1,1,1,0,0.05,0.96,-0.17,373.25,156.81,-1219.88,2
1,0,1,1,1,0,0.01,0.98,-0.17,171.78,269.45,-852.76,2
1,0,1,1,1,0,-0.04,0.96,-0.16,-493.99,391.41,-583.31,0
1,0,1,1,1,1,-0.05,0.96,-0.14,-1414.72,65.28,78.53,0
1,0,1,1,1,1,0.03,1.05,-0.01,-1480.25,-303.07,932.27,0
1,0,1,1,1,0,0.06,1.01,0.00,-406.87,-301.35,903.31,0
1,0,1,1,1,0,0.10,0.99,-0.01,465.77,-405.40,562.45,2
1,0,1,1,1,0,0.12,0.95,-0.08,720.00,-318.77,253.25,2
1,0,1,1,1,0,0.08,0.93,-0.15,688.83,91.29,-569.82,2
1,0,1,1,1,0,0.03,0.96,-0.21,421.60,318.28,-1353.13,2
1,0,1,1,1,0,-0.05,1.00,-0.21,-102.09,414.23,-1264.54,0

1,0,1,1,1,1,-0.10,0.99,-0.18,-820.12,396.81,-661.84,0
1,0,1,1,1,1,-0.09,1.00,-0.13,-1370.06,25.52,138.40,0
1,0,1,1,1,1,-0.07,1.03,-0.05,-1269.45,-421.84,1043.44,0
1,0,1,1,1,0,-0.03,0.94,-0.05,-422.09,-451.78,1123.44,0
1,0,1,1,1,0,0.03,0.93,-0.20,498.16,-509.45,842.45,2
1,0,1,1,1,0,0.08,0.94,-0.14,971.78,-331.29,437.06,2
1,0,1,1,1,0,0.08,0.95,-0.20,692.76,218.90,-821.84,2
1,0,1,1,1,0,0.01,0.98,-0.19,-91.78,412.27,-1054.97,2
1,0,1,1,1,1,-0.06,0.98,-0.15,-1443.19,480.25,-594.36,0
1,0,1,1,1,1,-0.04,1.04,-0.08,-1865.03,95.21,349.20,0
1,0,1,1,1,0,0.01,0.98,-0.04,-648.10,-286.38,1081.23,0
1,0,1,1,1,0,0.08,0.93,-0.04,696.20,-557.79,856.93,2
1,0,1,1,1,0,0.10,0.94,-0.12,922.21,-330.55,113.62,2
1,0,1,1,1,0,0.05,0.93,-0.20,295.46,99.63,-788.71,2
1,0,1,1,1,0,0.01,0.98,-0.22,-97.67,260.37,-997.55,2
1,0,1,1,1,1,-0.03,0.99,-0.16,-1110.43,551.17,-431.17,0
1,0,1,1,1,1,-0.04,1.00,-0.11,-1664.79,271.66,433.62,0
1,0,1,1,1,0,0.02,0.99,-0.01,-700.37,-78.53,881.23,0
1,0,1,1,1,0,0.09,1.00,0.05,388.47,-427.73,961.47,2
1,0,1,1,1,0,0.14,0.97,-0.08,927.12,-392.88,226.99,2
1,0,1,1,1,0,0.11,0.94,-0.18,640.74,-4.66,-606.87,2
1,0,1,1,1,0,0.00,0.96,-0.18,127.61,253.25,-1205.40,2
1,0,1,1,1,0,-0.05,0.98,-0.21,-465.28,428.96,-1077.55,0
1,0,1,1,1,1,-0.08,0.95,-0.17,-1265.77,388.71,-320.98,0
1,0,1,1,1,1,-0.04,1.00,-0.09,-1480.98,-24.79,877.79,0
1,0,1,1,1,0,-0.01,0.95,-0.03,-553.62,-258.40,1080.98,0
1,0,1,1,1,0,0.08,0.98,-0.03,601.96,-473.13,679.26,2
1,0,1,1,1,0,0.09,0.94,-0.10,935.71,-486.87,185.52,2
1,0,1,1,1,0,0.08,0.91,-0.20,478.28,6.38,-746.50,2
1,0,1,1,1,0,-0.01,0.98,-0.20,-84.17,286.38,-1121.72,0
1,0,1,1,1,0,-0.05,0.98,-0.20,-753.37,433.87,-996.56,0
1,0,1,1,1,1,-0.09,1.02,-0.13,-2049.82,244.66,-15.46,0
1,0,1,1,1,1,-0.07,1.02,-0.00,-1420.86,-120.49,977.18,0
1,0,1,1,1,0,0.02,1.01,0.06,-333.74,-399.51,1306.50,0
1,0,1,1,1,0,0.11,0.97,0.03,1032.64,-694.23,1183.56,2
1,0,1,1,1,0,0.18,0.92,-0.07,1206.38,-527.12,340.86,0
1,0,1,1,0,0,0.12,0.85,-0.24,778.65,73.62,-1292.02,2
1,0,1,1,1,0,0.03,0.97,-0.21,-59.39,476.81,-1963.68,2
1,0,1,1,1,1,-0.10,0.97,-0.20,-970.06,465.28,-1624.79,0
1,0,1,1,1,1,-0.14,0.96,-0.08,-2150.18,183.07,-26.99,0
1,0,1,1,1,1,-0.11,1.03,-0.01,-1827.98,-173.99,1002.45,0
1,0,1,1,1,1,-0.20,0.82,-0.05,-71.41,-325.89,1676.56,0
1,0,1,1,1,1,-0.57,0.84,-0.23,683.44,1445.89,3404.42,0
1,0,1,1,1,1,-0.04,1.03,-0.48,-1713.13,864.29,496.93,0
1,1,1,1,1,1,0.01,1.24,-0.17,-608.34,-229.69,-598.28,0
1,1,1,1,1,1,0.29,0.90,-0.26,2045.89,1871.17,-1296.44,0
1,1,1,1,1,1,0.29,-2.00,-0.10,-2342.82,673.13,-2043.19,0
1,0,1,1,1,1,-0.21,1.16,-0.32,-1905.03,1127.61,342.33,0
1,0,1,1,1,1,-0.14,0.92,-0.16,-668.71,758.77,-32.88,0
1,0,1,1,1,1,0.01,0.96,0.09,-3363.44,-479.51,-19.63,2
1,0,1,1,1,0,0.22,1.08,0.08,-1967.12,-1762.45,1770.06,0
1,0,1,1,1,0,0.19,1.03,0.15,1467.48,-1786.99,2376.69,0
1,0,1,1,1,0,0.15,0.95,0.02,2277.55,-475.09,779.88,2
1,0,1,1,0,0,0.17,0.90,-0.15,1583.31,180.12,-1357.79,0
1,0,1,1,1,1,0.09,0.91,-0.23,956.56,667.48,-2637.06,2
1,0,1,1,1,1,-0.11,0.93,-0.32,-565.40,531.78,-2551.17,0
1,0,1,1,1,1,-0.14,0.98,-0.10,-2940.61,-351.90,-601.72,0
1,0,1,1,1,0,-0.01,1.07,0.05,-2226.75,-1112.15,848.59,0
1,0,1,1,1,0,0.05,1.08,0.13,247.36,-1436.56,1627.73,2
1,0,1,1,1,0,0.12,1.00,0.03,2152.64,-826.50,1351.41,2
1,0,1,1,1,0,0.15,0.94,-0.16,2090.80,-78.77,142.33,2
1,0,1,1,0,1,0.05,0.88,-0.25,1088.83,638.77,-1555.58,2
1,0,1,1,1,1,-0.07,0.98,-0.25,-951.41,855.71,-1938.16,0
1,0,1,1,1,1,-0.14,1.01,-0.21,-1753.62,487.61,-1115.83,0
1,0,1,1,1,1,-0.10,1.04,-0.10,-2144.29,-662.33,713.87,0
1,0,1,1,1,0,-0.01,1.04,0.04,-1194.11,-1380.86,2258.90,0
1,0,1,1,1,0,0.13,0.96,-0.02,1508.71,-1118.28,1441.23,2
1,0,1,1,1,0,0.18,0.89,-0.20,2594.11,12.02,-507.24,0
1,0,1,1,0,1,0.06,0.90,-0.29,478.77,617.91,-1818.16,2
1,0,1,1,1,1,-0.06,0.98,-0.28,-1672.39,667.48,-1670.92,0
1,0,1,1,1,1,-0.15,1.02,-0.14,-2410.06,79.51,-282.21,0
1,0,1,1,1,1,-0.07,1.00,-0.02,-2064.05,-797.06,1386.50,0
1,0,1,1,1,0,0.07,0.95,0.01,-170.55,-1488.10,2037.06,0
1,0,1,1,1,0,0.18,0.94,-0.03,1485.64,-605.40,683.68,0
1,0,1,1,0,0,0.13,0.89,-0.20,2441.23,693.50,-1753.37,2
1,0,1,1,1,1,-0.01,0.97,-0.25,660.37,997.06,-2245.40,0
1,0,1,1,1,1,-0.10,0.91,-0.28,-1504.05,665.77,-1116.07,0
1,0,1,1,1,1,-0.12,0.97,-0.13,-2505.28,-141.35,82.94,0
1,0,1,1,1,0,-0.09,1.00,0.01,-1912.88,-1073.37,1478.53,0
1,0,1,1,1,0,-0.01,0.92,0.02,64.54,-1506.01,1849.57,0
1,0,1,1,1,0,0.18,0.94,-0.06,1460.61,-1031.66,1257.18,0
1,0,1,1,0,0,0.20,0.90,-0.23,1805.89,45.40,-419.39,0
1,0,1,1,0,1,0.11,0.92,-0.26,1064.79,823.56,-1976.20,2
1,0,1,1,1,1,0.01,0.99,-0.29,-888.59,1024.54,-1943.31,2
1,0,1,1,1,1,-0.12,1.00,-0.15,-2746.26,449.57,-846.87,0
1,0,1,1,1,1,-0.08,1.05,0.02,-2461.84,-1018.65,1341.60,0
1,0,1,1,1,0,0.06,1.01,0.08,596.07,-1375.71,1815.21,2
1,0,1,1,1,0,0.13,0.96,-0.06,2074.36,-339.39,833.87,2
1,0,1,1,0,0,0.10,0.90,-0.20,2229.69,666.01,-1316.07,2
1,0,1,1,1,1,-0.02,0.90,-0.24,-201.72,828.47,-1985.77,0
1,0,1,1,1,1,-0.08,0.96,-0.22,-2253.01,698.40,-1018.40,0
1,0,1,1,1,1,-0.09,1.01,-0.10,-2474.11,-497.18,874.85,0
1,0,1,1,1,0,-0.01,0.96,0.02,-881.23,-1200.74,1664.79,0
1,0,1,1,1,0,0.09,0.94,0.00,1672.64,-778.40,985.03,2
1,0,1,1,1,0,0.15,0.94,-0.16,2222.09,291.29,-221.35,2
1,0,1,1,0,1,0.06,0.95,-0.22,693.01,708.47,-2056.69,2
1,0,1,1,1,1,-0.03,0.98,-0.28,-1540.12,708.71,-1941.10,0
1,0,1,1,1,1,-0.13,1.06,-0.14,-3043.19,-460.37,456.20,0
1,0,1,1,1,0,-0.08,0.96,-0.04,-1749.20,-1350.92,1835.09,0
1,0,1,1,1,0,0.07,0.94,0.06,1299.88,-1126.87,1578.65,2
1,0,1,1,1,0,0.12,0.91,-0.05,2028.71,193.87,27.73,2
1,0,1,1,0,0,0.08,0.90,-0.18,1129.08,951.41,-1873.87,2
1,0,1,1,1,1,-0.04,0.96,-0.21,-904.05,869.45,-2045.89,0
1,0,1,1,1,1,-0.15,1.02,-0.11,-2480.74,-261.10,-489.08,0
1,0,1,1,1,1,-0.05,1.03,0.01,-2916.07,-1366.63,1805.15,0
1,0,1,1,1,0,0.08,1.00,0.12,623.07,-1634.60,1577.67,2
1,0,1,1,1,0,0.16,0.97,-0.01,2821.10,94.48,-192.39,2
1,0,1,1,1,0,0.06,0.93,-0.22,1884.66,1207.61,-1766.63,2
1,0,1,1,1,1,-0.08,0.94,-0.21,-1309.94,1127.36,-1349.94,0
1,0,1,1,1,1,-0.10,0.98,-0.12,-2806.87,74.36,-787.98,0
1,0,1,1,1,1,-0.10,0.97,0.03,-2602.94,-1022.33,634.11,0
1,0,1,1,1,0,-0.03,0.93,0.12,-143.07,-1929.82,1569.08,0
1,0,1,1,1,0,0.10,0.86,0.00,2524.66,-858.16,707.98,2
1,0,1,1,1,0,0.09,0.92,-0.14,2294.48,1190.18,-1257.67,2
1,0,1,1,1,1,-0.01,0.94,-0.20,-817.42,1475.34,-1251.53,0
1,0,1,1,1,1,-0.08,0.96,-0.10,-2114.60,511.17,-975.21,0
1,0,1,1,1,1,-0.10,0.98,0.02,-2239.75,-555.83,333.25,0
1,0,1,1,1,0,0.01,0.96,0.13,-1035.83,-1512.64,1354.36,2
1,0,1,1,1,0,0.07,0.93,0.16,610.06,-1864.54,1580.12,2

1,0,1,1,1,0,0.20,0.89,-0.06,2466.26,-567.36,16.69,0
1,0,1,1,0,0,0.14,0.94,-0.17,2052.52,827.73,-1675.09,2
1,0,1,1,1,1,-0.01,0.99,-0.19,212.27,1051.29,-1973.50,0
1,0,1,1,1,1,-0.09,0.97,-0.18,-2038.04,788.22,-1132.52,0
1,0,1,1,1,1,-0.13,1.03,-0.00,-2933.25,-256.20,277.06,0
1,0,1,1,1,0,-0.05,1.01,0.15,-1420.61,-1175.21,1528.83,0
1,0,1,1,1,0,0.10,1.01,0.15,1314.11,-1572.02,1720.74,2
1,0,1,1,1,0,0.18,1.00,0.01,2220.37,-386.01,309.20,0
1,0,1,1,0,0,0.10,0.92,-0.17,1923.19,261.35,-1357.79,2
1,0,1,1,1,1,-0.01,0.91,-0.26,623.07,846.14,-2899.88,0
1,0,1,1,1,1,-0.17,0.95,-0.24,-2221.10,938.90,-1738.16,0
1,0,1,1,1,1,-0.16,1.04,-0.07,-3137.42,-419.88,668.71,0
1,0,1,1,1,0,-0.07,1.05,0.06,-1839.26,-933.25,2041.23,0
1,0,1,1,1,0,0.02,1.00,0.06,1188.96,-1303.31,2631.90,0
1,0,1,1,1,0,0.15,0.89,0.08,1271.41,-457.18,1235.83,2
1,0,1,1,0,0,0.20,0.85,-0.17,2133.01,575.71,-2569.82,0
1,0,1,1,1,0,-0.03,0.92,-0.26,-296.44,723.93,-2257.42,0
1,0,1,1,1,1,-0.14,0.97,-0.12,-2962.21,11.53,-440.25,0
1,0,1,1,1,1,-0.08,0.97,0.02,-2253.25,-764.17,1189.45,0
1,0,1,1,1,0,0.01,0.97,0.12,-57.18,-466.01,1297.91,2
1,0,1,1,1,0,0.13,0.97,0.07,1218.90,-488.59,1204.17,2
1,0,1,1,1,0,0.19,0.88,-0.14,2119.51,380.12,-919.02,0
1,0,1,1,1,0,0.05,0.95,-0.20,574.72,1400.98,-3500.12,2
1,0,1,1,1,1,-0.21,1.03,-0.10,-3112.88,247.61,-1178.16,0
1,0,1,1,1,1,-0.16,1.03,0.05,-3087.36,-745.03,741.35,0
1,0,1,1,1,0,-0.06,0.93,0.12,-577.91,-1037.79,1619.39,0
1,0,1,1,1,0,0.10,0.99,0.15,1653.74,-826.99,2261.35,2
1,0,1,1,1,0,0.16,0.90,-0.07,2545.03,398.53,53.01,0
1,0,1,1,1,0,0.09,0.97,-0.16,1209.82,859.39,-2001.47,2
1,0,1,1,1,1,-0.01,0.95,-0.21,-652.76,677.30,-1523.68,0
1,0,1,1,1,1,-0.12,0.99,-0.11,-2255.21,154.36,-721.47,0
1,0,1,1,1,1,-0.13,1.02,0.03,-2846.13,-496.20,292.76,0
1,0,1,1,1,0,-0.04,0.94,0.09,-957.30,-1265.77,1310.18,0
1,0,1,1,1,0,0.05,0.93,0.12,1197.30,-1134.72,1544.29,2
1,0,1,1,1,0,0.10,0.87,-0.06,1898.41,-56.20,253.50,2
1,0,1,1,1,0,0.10,0.91,-0.16,1284.17,606.63,-1388.22,2
1,0,1,1,1,0,0.01,0.92,-0.21,-85.40,771.78,-1402.70,2
1,0,1,1,1,1,-0.10,0.93,-0.19,-826.99,617.67,-1543.80,0
1,0,1,1,1,1,-0.15,1.04,-0.08,-2138.65,-127.61,-279.02,0
1,0,1,1,1,1,-0.08,0.97,0.07,-2137.91,-729.33,911.90,0
1,0,1,1,1,0,-0.04,1.01,0.14,-621.10,-575.21,654.97,0
1,0,1,1,1,0,0.04,1.03,0.11,587.48,-598.28,1029.20,2
1,0,1,1,1,0,0.09,0.98,0.00,1568.59,-540.61,898.16,2
1,0,1,1,1,0,0.10,0.94,-0.07,1444.42,148.71,-237.55,2
1,0,1,1,1,0,0.07,0.94,-0.22,931.04,570.80,-1099.14,2
1,0,1,1,1,0,-0.03,0.96,-0.19,-526.38,310.43,-784.79,0
1,0,1,1,1,1,-0.08,0.99,-0.12,-2535.21,43.19,-420.37,0
1,0,1,1,1,0,-0.09,0.97,0.10,-3631.66,-243.44,397.30,0
1,0,1,1,1,0,-0.03,0.85,0.26,-3294.97,-437.06,581.84,0
1,0,1,1,1,0,0.05,0.84,0.38,-2350.92,-242.45,252.27,2
1,0,1,1,1,0,0.05,0.83,0.36,113.62,447.12,-315.58,2
1,0,1,1,1,0,-0.00,0.92,0.34,1854.97,488.83,-490.06,0
1,0,1,1,1,0,-0.03,0.99,0.25,3689.82,524.17,-442.70,0
1,0,1,1,1,1,-0.12,0.87,0.03,4834.60,55.95,-572.76,0
1,0,1,1,1,1,-0.05,0.85,-0.25,4824.54,-418.90,-599.75,0
1,0,1,1,1,1,-0.13,0.77,-0.55,4275.58,-488.34,700.37,0
1,0,1,1,1,1,-0.14,0.73,-0.73,1877.30,-40.00,482.94,0
1,0,1,1,1,1,-0.06,0.58,-0.78,64.29,16.20,591.17,0
1,0,1,1,1,1,-0.09,0.65,-0.76,-2853.74,-311.17,24.79,0
1,0,1,1,1,1,-0.07,0.93,-0.57,-3855.46,1.72,-504.54,0
1,0,1,1,1,1,-0.20,0.98,-0.33,-2936.44,-16.69,-1315.58,0
1,0,1,1,1,1,-0.24,0.95,-0.23,-2723.68,106.01,-1293.74,0
1,0,1,1,1,1,-0.32,0.91,-0.14,-1080.74,324.42,-1790.92,0
1,0,1,1,1,1,-0.42,0.88,-0.14,0.49,-134.72,-1357.79,0
1,0,1,1,1,1,-0.46,1.00,-0.15,-142.82,-185.03,1098.40,0
1,0,1,1,1,1,-0.31,1.09,-0.12,-152.39,-244.91,3183.07,0
1,0,1,1,1,1,-0.18,0.97,-0.09,-18.40,-412.76,4232.88,0
1,0,1,1,1,0,0.10,0.94,-0.13,-351.90,-320.00,3819.39,2
1,0,1,1,1,0,0.30,0.92,-0.07,-367.61,-316.81,2693.01,0
1,0,1,1,0,0,0.38,0.78,-0.09,-201.47,-192.15,546.01,0
1,0,1,1,0,0,0.40,0.82,-0.11,-1206.38,279.75,-1213.99,0
1,0,1,1,0,0,0.39,0.90,-0.01,-1888.34,578.40,-1696.44,0
1,0,1,1,1,0,0.20,0.85,0.17,-2515.83,913.87,-1483.68,7,2
1,0,1,1,1,1,0.04,0.69,-0.57,-3138.40,281.23,52.02,2
1,0,1,1,1,1,-0.14,0.90,-0.07,-4095.95,1614.97,-2594.36,"075.71",-2284.17,2
1,0,1,1,1,1,0.04,0.69,-0.57,-3138.40,281.23,52.02,2
1,0,1,1,1,1,-0.14,0.90,-0.07,-4095.95,1614.97,-2594.36,0
1,0,1,1,1,1,0.00,1.03,0.17,-5255.71,-320.25,458.40,2
1,1,1,1,1,0,0.08,0.91,0.31,-2293.50,-2050.31,2512.39,0
1,1,1,1,1,0,0.28,0.85,0.36,633.13,-2258.16,2569.08,0
1,1,1,1,1,0,0.37,0.81,0.25,3071.66,-1816.44,1066.26,0
1,1,1,1,0,0,0.42,0.85,-0.05,3333.74,-461.84,-749.20,0
1,0,1,1,0,0,0.34,0.88,-0.21,2213.25,598.04,-2224.54,0
1,0,1,1,0,0,0.23,0.99,-0.26,1626.99,762.45,-3382.33,0
1,0,1,1,0,1,0.01,0.96,-0.36,1.72,935.95,-3277.79,2
1,0,1,1,1,1,-0.30,0.87,-0.29,-1019.39,850.06,-3436.07,0
1,0,1,1,1,1,-0.38,0.91,-0.32,209.08,911.90,-3320.00,0
1,0,1,1,1,1,-0.59,0.89,-0.31,266.01,552.88,-1924.66,0
1,0,1,1,1,1,-0.52,0.78,-0.46,122.70,-925.89,1403.44,0
1,0,1,1,1,1,-0.48,0.84,-0.50,3162.45,562.70,2397.79,0
1,0,1,1,1,1,-0.32,0.74,-0.62,3161.47,1643.93,2613.50,0
1,0,1,1,1,1,-0.12,0.54,-0.77,2487.12,1317.55,1798.28,0
1,0,1,1,1,1,-0.02,0.59,-0.92,-313.62,60.37,-66.75,0
1,0,1,1,1,1,-0.06,0.70,-0.90,-1787.98,-94.48,327.36,0
